imdb_id,code
tt6566576,184
tt6566576,31
tt9701940,184
tt9701940,31
tt9701942,184
tt9701942,31
tt12808182,60
tt7972012,60
tt7972012,17
tt6334354,184
tt6334354,31
tt6334354,180
tt6338498,184
tt12313458,60
tt10691162,184
tt11762434,184
tt1937202,60
tt0870154,184
tt8332922,184
tt11657662,184
tt11657662,161
tt3480822,184
tt7638348,184
tt0020530,60
