imdb_id,code
tt6566576,64
tt9701940,64
tt9701942,64
tt12808182,72
tt12808182,64
tt12808182,198
tt7972012,72
tt7972012,198
tt7972012,78
tt6334354,64
tt6338498,64
tt12313458,72
tt12313458,64
tt10691162,64
tt11762434,64
tt1937202,72
tt0870154,64
tt0870154,78
tt0870154,226
tt0870154,105
tt0870154,248
tt0870154,72
tt0870154,185
tt0870154,131
tt8332922,64
tt8332922,8
tt11657662,64
tt3480822,64
tt3480822,198
tt3480822,171
tt3480822,98
tt3480822,137
tt3480822,70
tt7638348,64
tt0020530,168
tt0020530,72
