movie_id;prod_id
tt0056591;co0018016
tt0056592;co0110361
tt0056592;co0110362
tt0056599;co0083828
tt0056601;co0028037
tt0056601;co0103213
tt0056602;co0017312
tt0056602;co0056164
tt0056604;co0032224
tt0056604;co0067352
tt0056605;co0004944
tt0056605;co0062467
tt0056605;co0064171
tt0056606;co0134950
tt0056609;co0046451
tt0056609;co0114156
tt0056609;co0114175
tt0056611;co0146282
tt0056621;co0011449
tt0056621;co0103318
tt0056625;co0007143
tt0056626;co0011112
tt0056626;co0018747
tt0056626;co0068530
tt0056626;co0137324
tt0056628;co0026680
tt0056629;co0008228
tt0056630;co0043072
tt0056630;co0060939
tt0056630;co0102259
tt0056632;co0021358
tt0056633;co0070725
tt0056636;co0052121
tt0056636;co0061026
tt0056637;co0029830
tt0056639;co0028037
tt0056639;co0060939
tt0056639;co0165579
tt0056640;co0014278
tt0056640;co0017069
tt0056640;co0068432
tt0056640;co0309174
tt0056646;co0040592
tt0056646;co0071576
tt0056648;co0002219
tt0056648;co0049470
tt0056648;co0080232
tt0056649;co0003993
tt0056651;co0045484
tt0056651;co0310848
tt0056657;co0005342
tt0056657;co0029259
tt0056657;co0032224
tt0056657;co0039837
tt0056658;co0021383
tt0056658;co0065143
tt0056658;co0126294
tt0056659;co0071784
tt0056659;co0182729
tt0056661;co0077687
tt0056663;co0016449
tt0056663;co0119013
tt0056665;co0088111
tt0056667;co0010228
tt0056667;co0029064
tt0056668;co0040525
tt0056668;co0060884
tt0056671;co0050868
tt0056671;co0061286
tt0056671;co0077420
tt0056673;co0051990
tt0056673;co0103193
tt0056675;co0074276
tt0056676;co0103416
tt0056676;co0108852
tt0056680;co0067278
tt0056681;co0103091
tt0056681;co0135411
tt0056683;co0060069
tt0056683;co0108852
tt0056687;co0004215
tt0056691;co0068139
tt0056692;co0033384
tt0056692;co0071698
tt0056693;co0078897
tt0056695;co0319443
tt0056696;co0021421
tt0056696;co0498079
tt0056700;co0007143
tt0056700;co0011145
tt0056700;co0110887
tt0056703;co0031468
tt0056704;co0103121
tt0056704;co0148505
tt0056709;co0002219
tt0056710;co0076971
tt0056714;co0045027
tt0056725;co0142268
tt0056731;co0046889
tt0056732;co0058239
tt0056733;co0050989
tt0056734;co0073557
tt0056735;co0030689
tt0056736;co0002043
tt0056736;co0004944
tt0056736;co0126269
tt0056796;co0142268
tt0056800;co0136673
tt0056801;co0004944
tt0056801;co0113968
tt0056802;co0021421
tt0056802;co0139584
tt0056804;co0085580
tt0056810;co0021635
tt0056815;co0051572
tt0056818;co0079033
tt0056823;co0007607
tt0056823;co0190476
tt0056825;co0002253
tt0056825;co0002663
tt0056836;co0007001
tt0056836;co0136242
tt0056844;co0046451
tt0056845;co0014341
tt0056845;co0021383
tt0056845;co0134104
tt0056846;co0059748
tt0056847;co0096323
tt0056847;co0282598
tt0056847;co0531913
tt0056850;co0053988
tt0056854;co0097480
tt0056856;co0039837
tt0056856;co0051534
tt0056860;co0108828
tt0056868;co0132047
tt0056868;co0722221
tt0056869;co0137799
tt0056870;co0103193
tt0056872;co0023951
tt0056874;co0103144
tt0056874;co0105208
tt0056875;co0147872
tt0056876;co0008913
tt0056876;co0009769
tt0056876;co0012664
tt0056876;co0083894
tt0056883;co0032861
tt0056885;co0114163
tt0056886;co0179865
tt0056892;co0013404
tt0056894;co0071784
tt0056894;co0468124
tt0056897;co0024134
tt0056897;co0054040
tt0056903;co0110361
tt0056903;co0804489
tt0056904;co0004893
tt0056905;co0020435
tt0056905;co0025521
tt0056905;co0037407
tt0056905;co0051943
tt0056906;co0051263
tt0056906;co0065143
tt0056907;co0126913
tt0056908;co0100284
tt0056910;co0052216
tt0056912;co0011449
tt0056914;co0019965
tt0056918;co0002486
tt0056918;co0720180
tt0056919;co0046451
tt0056921;co0047571
tt0056921;co0052408
tt0056923;co0103368
tt0056924;co0179966
tt0056925;co0023584
tt0056927;co0023064
tt0056927;co0036054
tt0056927;co0049223
tt0056927;co0054473
tt0056927;co0069524
tt0056930;co0136675
tt0056931;co0071784
tt0056931;co0468129
tt0056937;co0000756
tt0056937;co0097209
tt0056937;co0097210
tt0056939;co0000399
tt0056939;co0110888
tt0056940;co0001874
tt0056940;co0023400
tt0056940;co0039921
tt0056941;co0071784
tt0056941;co0103369
tt0056942;co0026259
tt0056942;co0754936
tt0056943;co0108828
tt0056945;co0002456
tt0056945;co0033761
tt0056945;co0042375
tt0056945;co0076116
tt0056950;co0004920
tt0056950;co0049146
tt0056952;co0064816
tt0056952;co0693470
tt0056955;co0029259
tt0056955;co0047903
tt0056955;co0048146
tt0056956;co0001443
tt0056956;co0017284
tt0056957;co0010228
tt0056957;co0021927
tt0056957;co0041199
tt0056960;co0103091
tt0056961;co0134103
tt0056963;co0060069
tt0056963;co0103091
tt0056964;co0002663
tt0056966;co0244859
tt0056967;co0042796
tt0056969;co0021927
tt0056969;co0042129
tt0056969;co0077954
tt0056975;co0002219
tt0056981;co0006567
tt0056981;co0066094
tt0056982;co0024010
tt0056983;co0004642
tt0056983;co0137920
tt0056987;co0076116
tt0056989;co0022792
tt0056995;co0032861
tt0056998;co0100318
tt0056999;co0007143
tt0057004;co0021421
tt0057004;co0498079
tt0057006;co0008438
tt0057006;co0020435
tt0057006;co0037407
tt0057006;co0037641
tt0057007;co0239710
tt0057011;co0076116
tt0057012;co0050868
tt0057012;co0113563
tt0057013;co0014271
tt0057013;co0077558
tt0057015;co0007143
tt0057016;co0026173
tt0057016;co0079603
tt0057026;co0002303
tt0057026;co0026663
tt0057026;co0029259
tt0057035;co0003680
tt0057035;co0035805
tt0057035;co0178029
tt0057036;co0074558
tt0057038;co0000938
tt0057038;co0020253
tt0057038;co0022103
tt0057049;co0056164
tt0057051;co0010669
tt0057051;co0032877
tt0057055;co0103193
tt0057058;co0076272
tt0057060;co0015389
tt0057060;co0032224
tt0057060;co0034856
tt0057062;co0023745
tt0057062;co0075557
tt0057063;co0214249
tt0057066;co0007143
tt0057066;co0027360
tt0057067;co0017344
tt0057069;co0139592
tt0057071;co0512028
tt0057073;co0103091
tt0057073;co0103321
tt0057076;co0054040
tt0057078;co0051946
tt0057078;co0054840
tt0057078;co0079098
tt0057078;co0098585
tt0057080;co0095193
tt0057082;co0036475
tt0057083;co0197491
tt0057085;co0076075
tt0057085;co0103322
tt0057089;co0022852
tt0057090;co0021358
tt0057091;co0005342
tt0057091;co0032224
tt0057091;co0047571
tt0057093;co0002663
tt0057093;co0018897
tt0057093;co0658156
tt0057095;co0005796
tt0057095;co0063863
tt0057098;co0020435
tt0057098;co0035150
tt0057098;co0037169
tt0057098;co0037407
tt0057098;co0051943
tt0057098;co0071673
tt0057098;co0258267
tt0057100;co0061327
tt0057101;co0088111
tt0057101;co0437090
tt0057102;co0033451
tt0057103;co0103038
tt0057103;co0150392
tt0057105;co0028387
tt0057105;co0041756
tt0057106;co0014341
tt0057106;co0021383
tt0057106;co0061331
tt0057106;co0064278
tt0057106;co0065143
tt0057109;co0002219
tt0057109;co0088931
tt0057109;co0096017
tt0057111;co0079787
tt0057115;co0258862
tt0057115;co0539336
tt0057120;co0601433
tt0057121;co0153833
tt0057122;co0023720
tt0057122;co0026173
tt0057127;co0037169
tt0057128;co0108828
tt0057129;co0021486
tt0057130;co0015108
tt0057134;co0103294
tt0057138;co0028037
tt0057140;co0103033
tt0057152;co0513195
tt0057153;co0319443
tt0057155;co0006815
tt0057155;co0016800
tt0057156;co0053765
tt0057156;co0103334
tt0057156;co0610926
tt0057160;co0076971
tt0057162;co0055367
tt0057163;co0057370
tt0057165;co0060132
tt0057168;co0023145
tt0057171;co0008438
tt0057171;co0037641
tt0057176;co0020435
tt0057176;co0032861
tt0057176;co0050570
tt0057176;co0062516
tt0057176;co0075058
tt0057178;co0061998
tt0057180;co0019334
tt0057180;co0098836
tt0057181;co0069108
tt0057182;co0026980
tt0057182;co0054150
tt0057183;co0102259
tt0057187;co0011112
tt0057187;co0035095
tt0057189;co0359558
tt0057191;co0007143
tt0057191;co0312320
tt0057193;co0083899
tt0057196;co0020122
tt0057196;co0071874
tt0057197;co0591628
tt0057200;co0079950
tt0057207;co0004920
tt0057207;co0014349
tt0057207;co0063825
tt0057212;co0053157
tt0057215;co0002219
tt0057218;co0045431
tt0057218;co0071929
tt0057219;co0022792
tt0057220;co0114115
tt0057225;co0011112
tt0057226;co0060069
tt0057227;co0319443
tt0057229;co0037230
tt0057232;co0114136
tt0057237;co0097480
tt0057238;co0022792
tt0057239;co0050868
tt0057239;co0103038
tt0057239;co0103121
tt0057239;co0707673
tt0057241;co0182729
tt0057242;co0158591
tt0057244;co0103213
tt0057247;co0027895
tt0057247;co0092539
tt0057248;co0062139
tt0057251;co0130488
tt0057254;co0130493
tt0057259;co0076116
tt0057259;co0103268
tt0057261;co0066714
tt0057262;co0064002
tt0057262;co0066010
tt0057263;co0051784
tt0057263;co0110362
tt0057263;co0374132
tt0057268;co0029461
tt0057268;co0079175
tt0057270;co0060514
tt0057270;co0437380
tt0057271;co0054840
tt0057273;co0070873
tt0057274;co0032861
tt0057277;co0034981
tt0057278;co0032224
tt0057278;co0032877
tt0057280;co0062772
tt0057280;co0070629
tt0057280;co0108829
tt0057280;co0305396
tt0057284;co0024807
tt0057284;co0088119
tt0057286;co0039837
tt0057286;co0077746
tt0057289;co0010228
tt0057289;co0033761
tt0057289;co0042375
tt0057289;co0042444
tt0057291;co0008228
tt0057291;co0024543
tt0057293;co0154501
tt0057295;co0002219
tt0057298;co0055958
tt0057301;co0114167
tt0057302;co0016754
tt0057303;co0014278
tt0057303;co0020435
tt0057303;co0025338
tt0057303;co0027298
tt0057303;co0037407
tt0057303;co0039837
tt0057307;co0043861
tt0057307;co0189240
tt0057311;co0200570
tt0057312;co0098836
tt0057317;co0032819
tt0057317;co0038895
tt0057323;co0045861
tt0057323;co0052483
tt0057323;co0057470
tt0057323;co0110888
tt0057323;co0638550
tt0057328;co0033302
tt0057329;co0198376
tt0057333;co0007261
tt0057334;co0071784
tt0057334;co0182729
tt0057336;co0021927
tt0057336;co0028677
tt0057336;co0048010
tt0057336;co0119013
tt0057336;co0138259
tt0057341;co0023400
tt0057344;co0052121
tt0057344;co0061026
tt0057344;co0136683
tt0057345;co0008438
tt0057345;co0025521
tt0057345;co0037641
tt0057358;co0050989
tt0057360;co0023400
tt0057360;co0031300
tt0057362;co0007416
tt0057362;co0103215
tt0057363;co0022792
tt0057370;co0020435
tt0057370;co0024543
tt0057370;co0037407
tt0057371;co0011449
tt0057372;co0023400
tt0057372;co0072488
tt0057374;co0046451
tt0057374;co0114156
tt0057378;co0039102
tt0057379;co0060069
tt0057379;co0142268
tt0057380;co0028037
tt0057380;co0076116
tt0057380;co0079938
tt0057380;co0120054
tt0057381;co0014531
tt0057381;co0017513
tt0057383;co0002219
tt0057384;co0079603
tt0057387;co0108828
tt0057388;co0024010
tt0057391;co0002264
tt0057391;co0007143
tt0057391;co0022932
tt0057391;co0036054
tt0057391;co0063265
tt0057393;co0002663
tt0057394;co0039591
tt0057396;co0002663
tt0057400;co0013114
tt0057401;co0060069
tt0057405;co0059748
tt0057405;co0064250
tt0057413;co0327543
tt0057414;co0016800
tt0057414;co0020435
tt0057414;co0023138
tt0057414;co0037407
tt0057414;co0091948
tt0057415;co0103038
tt0057415;co0137931
tt0057422;co0017394
tt0057422;co0036275
tt0057422;co0310848
tt0057426;co0145710
tt0057427;co0017070
tt0057427;co0057637
tt0057427;co0086394
tt0057428;co0081954
tt0057434;co0265271
tt0057435;co0103091
tt0057435;co0674282
tt0057441;co0007071
tt0057443;co0039837
tt0057443;co0170165
tt0057444;co0014341
tt0057444;co0016571
tt0057444;co0021383
tt0057444;co0033761
tt0057446;co0059434
tt0057447;co0018747
tt0057447;co0765765
tt0057449;co0108828
tt0057458;co0050942
tt0057458;co0534607
tt0057460;co0005342
tt0057460;co0023182
tt0057460;co0032224
tt0057460;co0047571
tt0057463;co0103324
tt0057463;co0108852
tt0057465;co0078897
tt0057467;co0005543
tt0057468;co0002257
tt0057468;co0020421
tt0057468;co0160789
tt0057469;co0004920
tt0057469;co0044208
tt0057469;co0067755
tt0057471;co0028437
tt0057473;co0098836
tt0057476;co0028037
tt0057476;co0034198
tt0057476;co0043072
tt0057476;co0102259
tt0057479;co0028037
tt0057485;co0043739
tt0057485;co0052483
tt0057485;co0080142
tt0057489;co0002219
tt0057490;co0037944
tt0057494;co0007001
tt0057495;co0023951
tt0057495;co0228561
tt0057497;co0005073
tt0057500;co0119018
tt0057503;co0067278
tt0057504;co0068460
tt0057507;co0077329
tt0057513;co0114175
tt0057514;co0037169
tt0057516;co0050559
tt0057517;co0119024
tt0057517;co0615864
tt0057518;co0098836
tt0057521;co0075935
tt0057522;co0029461
tt0057523;co0002663
tt0057525;co0018016
tt0057525;co0103325
tt0057527;co0285474
tt0057527;co0391390
tt0057530;co0021421
tt0057531;co0011112
tt0057531;co0023145
tt0057532;co0014278
tt0057532;co0020435
tt0057532;co0037407
tt0057535;co0038895
tt0057536;co0002396
tt0057536;co0026157
tt0057537;co0000756
tt0057537;co0134100
tt0057539;co0095193
tt0057540;co0035856
tt0057540;co0045861
tt0057540;co0110888
tt0057540;co0149472
tt0057541;co0004841
tt0057542;co0098836
tt0057543;co0007143
tt0057543;co0635919
tt0057544;co0001642
tt0057546;co0074039
tt0057546;co0098836
tt0057547;co0687823
tt0057549;co0002264
tt0057549;co0021383
tt0057549;co0021927
tt0057549;co0063388
tt0057553;co0021608
tt0057553;co0022792
tt0057555;co0095219
tt0057556;co0000756
tt0057558;co0021358
tt0057558;co0103293
tt0057560;co0064466
tt0057560;co0745172
tt0057565;co0002219
tt0057565;co0095216
tt0057568;co0108259
tt0057569;co0004642
tt0057569;co0137920
tt0057574;co0137938
tt0057574;co0137939
tt0057577;co0011449
tt0057578;co0051990
tt0057578;co0103193
tt0057579;co0098836
tt0057580;co0050868
tt0057580;co0695279
tt0057581;co0026936
tt0057581;co0119020
tt0057582;co0076971
tt0057582;co0630723
tt0057583;co0001443
tt0057590;co0103083
tt0057591;co0021383
tt0057591;co0025338
tt0057591;co0126294
tt0057591;co0212919
tt0057594;co0032224
tt0057594;co0067352
tt0057595;co0056164
tt0057595;co0060514
tt0057598;co0011112
tt0057598;co0170441
tt0057603;co0035025
tt0057603;co0039837
tt0057603;co0077746
tt0057608;co0193427
tt0057609;co0513195
tt0057611;co0050989
tt0057616;co0036246
tt0057616;co0045465
tt0057616;co0054082
tt0057616;co0077270
tt0057619;co0033912
tt0057620;co0018991
tt0057620;co0023455
tt0057620;co0103327
tt0057622;co0037160
tt0057623;co0103193
tt0057628;co0029748
tt0057628;co0187437
tt0057634;co0007143
tt0057634;co0103369
tt0057637;co0114114
tt0057638;co0004124
tt0057638;co0004944
tt0057638;co0054473
tt0057638;co0059061
tt0057642;co0006148
tt0057643;co0040085
tt0057643;co0074597
tt0057646;co0023419
tt0057652;co0012828
tt0057652;co0297665
tt0057654;co0026575
tt0057654;co0028423
tt0057654;co0051679
tt0057656;co0002264
tt0057656;co0006091
tt0057656;co0063265
tt0057656;co0079603
tt0057664;co0035028
tt0057664;co0040085
tt0057667;co0002663
tt0057669;co0062107
tt0057676;co0033430
tt0057676;co0068022
tt0057677;co0103091
tt0057677;co0135411
tt0057678;co0024617
tt0057678;co0103091
tt0057678;co0181716
tt0057681;co0065715
tt0057682;co0068139
tt0057683;co0130921
tt0057683;co0150391
tt0057687;co0023529
tt0057687;co0043072
tt0057687;co0045465
tt0057687;co0063537
tt0057687;co0102259
tt0057688;co0128419
tt0057692;co0021145
tt0057692;co0028037
tt0057693;co0108828
tt0057694;co0024010
tt0057695;co0045536
tt0057697;co0022792
tt0057701;co0077600
tt0057706;co0108828
tt0057709;co0074718
tt0057713;co0020819
tt0057714;co0067278
tt0057715;co0067278
tt0057716;co0040017
tt0057717;co0024010
tt0057718;co0015389
tt0057718;co0043072
tt0057718;co0102259
tt0057724;co0002264
tt0057724;co0060514
tt0057724;co0063265
tt0057725;co0008794
tt0057725;co0707888
tt0057805;co0025822
tt0057805;co0040792
tt0057808;co0041309
tt0057809;co0071153
tt0057809;co0513195
tt0057810;co0050989
tt0057811;co0025100
tt0057812;co0012307
tt0057813;co0030803
tt0057816;co0114115
tt0057820;co0007143
tt0057829;co0022792
tt0057831;co0000756
tt0057834;co0002264
tt0057834;co0036246
tt0057834;co0053607
tt0057834;co0063265
tt0057840;co0065715
tt0057841;co0001642
tt0057842;co0021981
tt0057842;co0061740
tt0057844;co0008258
tt0057844;co0055595
tt0057846;co0002264
tt0057846;co0037435
tt0057846;co0046609
tt0057846;co0053078
tt0057846;co0056164
tt0057846;co0066141
tt0057846;co0068110
tt0057851;co0193427
tt0057853;co0025822
tt0057853;co0033761
tt0057853;co0050029
tt0057853;co0052121
tt0057853;co0067988
tt0057858;co0150865
tt0057858;co0163573
tt0057858;co0224063
tt0057859;co0069479
tt0057864;co0053765
tt0057864;co0229200
tt0057869;co0031545
tt0057869;co0056512
tt0057869;co0128426
tt0057870;co0126294
tt0057872;co0055133
tt0057872;co0103091
tt0057876;co0128439
tt0057877;co0011589
tt0057877;co0197491
tt0057877;co0219746
tt0057878;co0042133
tt0057878;co0075379
tt0057879;co0043351
tt0057879;co0050868
tt0057883;co0137325
tt0057887;co0108828
tt0057889;co0069285
tt0057890;co0103330
tt0057890;co0137938
tt0057891;co0203227
tt0057892;co0037230
tt0057892;co0063434
tt0057894;co0046451
tt0057897;co0055752
tt0057899;co0018470
tt0057904;co0014349
tt0057904;co0037435
tt0057904;co0042129
tt0057905;co0005073
tt0057917;co0066648
tt0057918;co0011449
tt0057918;co0275126
tt0057920;co0011449
tt0057924;co0010228
tt0057924;co0012814
tt0057924;co0051946
tt0057926;co0076971
tt0057926;co0103510
tt0057926;co0145711
tt0057930;co0002264
tt0057930;co0006091
tt0057930;co0014561
tt0057930;co0024642
tt0057930;co0028732
tt0057930;co0044019
tt0057930;co0063265
tt0057933;co0119019
tt0057933;co0119020
tt0057935;co0034981
tt0057936;co0008633
tt0057936;co0010228
tt0057936;co0060514
tt0057936;co0063466
tt0057937;co0006414
tt0057938;co0000399
tt0057938;co0062467
tt0057940;co0051706
tt0057941;co0002219
tt0057941;co0096017
tt0057942;co0040085
tt0057942;co0066141
tt0057952;co0136673
tt0057954;co0020421
tt0057954;co0103262
tt0057962;co0045861
tt0057962;co0145713
tt0057963;co0021421
tt0057964;co0008438
tt0057964;co0037641
tt0057965;co0013404
tt0057967;co0042129
tt0057967;co0049146
tt0057974;co0103091
tt0057984;co0043068
tt0057984;co0070392
tt0057984;co0103332
tt0057985;co0018475
tt0057985;co0112836
tt0057986;co0060069
tt0057986;co0139594
tt0057988;co0025822
tt0057988;co0028304
tt0057988;co0037641
tt0057988;co0044867
tt0057988;co0070737
tt0057991;co0024010
tt0057997;co0002663
tt0057999;co0088821
tt0058001;co0114175
tt0058003;co0030432
tt0058003;co0060071
tt0058003;co0061252
tt0058006;co0009769
tt0058006;co0095221
tt0058006;co0187394
tt0058007;co0043068
tt0058007;co0103332
tt0058011;co0060069
tt0058011;co0108852
tt0058017;co0032861
tt0058018;co0106728
tt0058018;co0130921
tt0058019;co0002663
tt0058021;co0053765
tt0058021;co0103510
tt0058021;co0188373
tt0058022;co0024010
tt0058024;co0123005
tt0058024;co0125465
tt0058024;co0125466
tt0058029;co0043072
tt0058037;co0054391
tt0058037;co0139595
tt0058038;co0015108
tt0058038;co0041376
tt0058043;co0000640
tt0058050;co0103334
tt0058056;co0098836
tt0058060;co0002663
tt0058062;co0013197
tt0058062;co0070629
tt0058063;co0005543
tt0058067;co0007001
tt0058073;co0060069
tt0058075;co0076971
tt0058075;co0145714
tt0058079;co0081943
tt0058083;co0050868
tt0058084;co0025875
tt0058084;co0078012
tt0058085;co0136673
tt0058088;co0026493
tt0058088;co0028037
tt0058088;co0046441
tt0058089;co0000399
tt0058089;co0051263
tt0058089;co0459991
tt0058090;co0051853
tt0058091;co0154794
tt0058092;co0376756
tt0058095;co0016414
tt0058095;co0095193
tt0058100;co0108852
tt0058100;co0119018
tt0058100;co0591628
tt0058101;co0050712
tt0058104;co0042043
tt0058104;co0045027
tt0058105;co0214249
tt0058106;co0050942
tt0058106;co0061959
tt0058110;co0139568
tt0058113;co0032224
tt0058122;co0009769
tt0058122;co0083894
tt0058122;co0088823
tt0058123;co0052121
tt0058123;co0061026
tt0058124;co0050989
tt0058125;co0016526
tt0058125;co0066756
tt0058126;co0114119
tt0058126;co0533940
tt0058130;co0022852
tt0058135;co0045465
tt0058135;co0067287
tt0058138;co0083828
tt0058139;co0114115
tt0058140;co0044257
tt0058140;co0046778
tt0058140;co0052046
tt0058142;co0103083
tt0058143;co0016599
tt0058145;co0000357
tt0058145;co0100284
tt0058145;co0638213
tt0058150;co0054040
tt0058153;co0252388
tt0058154;co0017284
tt0058155;co0060069
tt0058159;co0001498
tt0058159;co0045465
tt0058159;co0077270
tt0058161;co0043072
tt0058164;co0052438
tt0058165;co0023951
tt0058166;co0000756
tt0058166;co0182729
tt0058167;co0007143
tt0058168;co0002853
tt0058171;co0150865
tt0058171;co0163573
tt0058173;co0007001
tt0058173;co0391234
tt0058175;co0053513
tt0058178;co0022792
tt0058182;co0033302
tt0058182;co0139596
tt0058186;co0344896
tt0058191;co0102259
tt0058200;co0103336
tt0058202;co0021383
tt0058202;co0025908
tt0058202;co0066141
tt0058203;co0021927
tt0058203;co0026336
tt0058203;co0042444
tt0058204;co0007143
tt0058206;co0037581
tt0058208;co0018475
tt0058209;co0066648
tt0058212;co0004533
tt0058213;co0004215
tt0058216;co0060069
tt0058218;co0129756
tt0058222;co0119020
tt0058229;co0014341
tt0058229;co0021383
tt0058230;co0002663
tt0058231;co0016571
tt0058231;co0021383
tt0058231;co0033761
tt0058231;co0042375
tt0058232;co0000399
tt0058232;co0020772
tt0058232;co0052121
tt0058232;co0061026
tt0058234;co0039837
tt0058234;co0077746
tt0058234;co0196794
tt0058238;co0079132
tt0058238;co0136675
tt0058238;co0137935
tt0058241;co0005073
tt0058241;co0175081
tt0058249;co0005865
tt0058249;co0010228
tt0058249;co0021927
tt0058249;co0053710
tt0058255;co0005405
tt0058257;co0064267
tt0058257;co0148522
tt0058257;co0153755
tt0058257;co0724708
tt0058259;co0046451
tt0058259;co0114156
tt0058262;co0059434
tt0058263;co0012149
tt0058263;co0490746
tt0058264;co0060863
tt0058264;co0066949
tt0058265;co0011112
tt0058265;co0035095
tt0058265;co0209954
tt0058266;co0002663
tt0058266;co0056455
tt0058267;co0005073
tt0058270;co0080237
tt0058275;co0046451
tt0058277;co0040141
tt0058277;co0059607
tt0058279;co0002219
tt0058279;co0077253
tt0058279;co0088121
tt0058279;co0159710
tt0058281;co0057163
tt0058281;co0077687
tt0058283;co0000069
tt0058283;co0015430
tt0058286;co0074718
tt0058287;co0200216
tt0058289;co0017803
tt0058289;co0023064
tt0058294;co0050868
tt0058294;co0779521
tt0058296;co0005073
tt0058297;co0001068
tt0058297;co0023419
tt0058297;co0025822
tt0058297;co0035252
tt0058301;co0086386
tt0058304;co0076540
tt0058305;co0015421
tt0058305;co0075611
tt0058306;co0000872
tt0058306;co0022991
tt0058306;co0034012
tt0058306;co0046889
tt0058306;co0069524
tt0058307;co0095218
tt0058311;co0014010
tt0058311;co0052740
tt0058312;co0000640
tt0058312;co0014278
tt0058312;co0060939
tt0058312;co0132046
tt0058312;co0238425
tt0058316;co0014278
tt0058316;co0032877
tt0058318;co0007143
tt0058320;co0050559
tt0058323;co0000756
tt0058323;co0018747
tt0058323;co0075379
tt0058323;co0381347
tt0058324;co0005073
tt0058324;co0072560
tt0058324;co0130494
tt0058325;co0020290
tt0058325;co0026173
tt0058325;co0061209
tt0058326;co0067278
tt0058329;co0137799
tt0058331;co0098836
tt0058333;co0108828
tt0058334;co0135433
tt0058335;co0008438
tt0058335;co0037641
tt0058336;co0005073
tt0058341;co0014482
tt0058341;co0029790
tt0058341;co0060822
tt0058341;co0074374
tt0058341;co0136683
tt0058343;co0002264
tt0058343;co0007771
tt0058343;co0037435
tt0058343;co0053078
tt0058343;co0063265
tt0058343;co0068110
tt0058348;co0032861
tt0058349;co0002219
tt0058355;co0098836
tt0058361;co0114114
tt0058361;co0533940
tt0058368;co0020435
tt0058368;co0037407
tt0058368;co0051943
tt0058369;co0025338
tt0058369;co0032877
tt0058369;co0040085
tt0058371;co0098836
tt0058372;co0070288
tt0058374;co0114114
tt0058375;co0032877
tt0058375;co0486240
tt0058382;co0071784
tt0058382;co0468124
tt0058383;co0007143
tt0058383;co0468124
tt0058384;co0108828
tt0058385;co0002663
tt0058390;co0023951
tt0058390;co0228561
tt0058392;co0007668
tt0058394;co0018016
tt0058398;co0207836
tt0058401;co0071784
tt0058401;co0468129
tt0058402;co0103334
tt0058402;co0145701
tt0058402;co0170520
tt0058403;co0142268
tt0058404;co0635919
tt0058405;co0060069
tt0058409;co0022792
tt0058411;co0006567
tt0058411;co0066094
tt0058412;co0049386
tt0058412;co0055643
tt0058413;co0008438
tt0058413;co0037641
tt0058414;co0019608
tt0058414;co0044877
tt0058415;co0165707
tt0058423;co0114114
tt0058425;co0071784
tt0058428;co0009940
tt0058429;co0066694
tt0058430;co0014599
tt0058430;co0024556
tt0058437;co0100324
tt0058438;co0051572
tt0058439;co0001642
tt0058439;co0023079
tt0058440;co0108828
tt0058446;co0079737
tt0058450;co0031419
tt0058450;co0044017
tt0058450;co0078658
tt0058453;co0136682
tt0058453;co0158729
tt0058456;co0023400
tt0058456;co0053973
tt0058458;co0040873
tt0058458;co0072682
tt0058458;co0106723
tt0058461;co0002257
tt0058461;co0067755
tt0058461;co0079603
tt0058466;co0028037
tt0058470;co0050559
tt0058473;co0023064
tt0058473;co0047661
tt0058473;co0060514
tt0058475;co0002257
tt0058475;co0040582
tt0058475;co0079603
tt0058479;co0000756
tt0058480;co0018335
tt0058480;co0021981
tt0058480;co0024079
tt0058480;co0033761
tt0058480;co0068932
tt0058480;co0072158
tt0058487;co0076116
tt0058489;co0024010
tt0058499;co0103337
tt0058499;co0108852
tt0058500;co0103121
tt0058502;co0076116
tt0058507;co0050868
tt0058507;co0139591
tt0058507;co0193427
tt0058512;co0053765
tt0058512;co0076971
tt0058515;co0053580
tt0058515;co0103091
tt0058522;co0007143
tt0058522;co0085584
tt0058523;co0005925
tt0058525;co0000756
tt0058529;co0002663
tt0058529;co0039921
tt0058529;co0170441
tt0058529;co0352994
tt0058530;co0023400
tt0058530;co0139568
tt0058533;co0047571
tt0058533;co0077278
tt0058533;co0126269
tt0058534;co0197491
tt0058541;co0003002
tt0058541;co0027613
tt0058544;co0002219
tt0058547;co0046238
tt0058548;co0060446
tt0058553;co0012814
tt0058553;co0016833
tt0058553;co0028037
tt0058553;co0067738
tt0058553;co0076116
tt0058553;co0088820
tt0058556;co0008438
tt0058556;co0045861
tt0058556;co0053905
tt0058557;co0137927
tt0058557;co0137933
tt0058561;co0010814
tt0058561;co0044422
tt0058563;co0002397
tt0058563;co0028421
tt0058564;co0021383
tt0058564;co0021981
tt0058564;co0033761
tt0058564;co0042375
tt0058567;co0035025
tt0058567;co0064262
tt0058567;co0137943
tt0058567;co0285485
tt0058571;co0081960
tt0058576;co0057419
tt0058576;co0100335
tt0058576;co0130493
tt0058576;co0635919
tt0058580;co0136682
tt0058580;co0804489
tt0058580;co0867811
tt0058585;co0154794
tt0058586;co0011112
tt0058586;co0025100
tt0058587;co0028037
tt0058589;co0083862
tt0058590;co0129080
tt0058596;co0493559
tt0058600;co0050559
tt0058600;co0060132
tt0058601;co0072260
tt0058604;co0006369
tt0058604;co0024010
tt0058605;co0032877
tt0058605;co0085580
tt0058605;co0262081
tt0058606;co0061105
tt0058610;co0007143
