movie_id;prod_id
tt0018311;co0073404
tt0018328;co0103059
tt0018351;co0023400
tt0018362;co0065911
tt0018379;co0028775
tt0018379;co0219560
tt0018389;co0009225
tt0018392;co0103053
tt0018397;co0007143
tt0018413;co0007143
tt0018440;co0007143
tt0018451;co0007143
tt0018453;co0020515
tt0018453;co0832982
tt0018455;co0028775
tt0018464;co0142231
tt0018471;co0007143
tt0018484;co0110878
tt0018487;co0007143
tt0018487;co0073404
tt0018505;co0114100
tt0018513;co0007143
tt0018515;co0074827
tt0018523;co0036242
tt0018524;co0005073
tt0018526;co0023400
tt0018528;co0007143
tt0018530;co0028775
tt0018566;co0002663
tt0018578;co0048343
tt0018579;co0007143
tt0018588;co0034385
tt0018600;co0158859
tt0018615;co0077863
tt0018615;co0078814
tt0018615;co0141128
tt0018615;co0184192
tt0018618;co0007143
tt0018678;co0133191
tt0018678;co0203140
tt0018684;co0048343
tt0018722;co0007143
tt0018737;co0036089
tt0018742;co0007143
tt0018749;co0007143
tt0018749;co0073404
tt0018756;co0103059
tt0018770;co0064928
tt0018773;co0028083
tt0018795;co0007143
tt0018826;co0036242
tt0018826;co0055187
tt0018836;co0007143
tt0018839;co0023400
tt0018841;co0114108
tt0018862;co0045536
tt0018862;co0114100
tt0018876;co0103059
tt0018879;co0028775
tt0018882;co0023400
tt0018907;co0028775
tt0018908;co0023400
tt0018909;co0028775
tt0018910;co0007143
tt0018927;co0203140
tt0018935;co0055431
tt0018935;co0089236
tt0018937;co0028775
tt0018972;co0028775
tt0018990;co0021661
tt0018996;co0053065
tt0019043;co0007001
tt0019043;co0155194
tt0019067;co0007143
tt0019071;co0023400
tt0019074;co0007143
tt0019096;co0002663
tt0019098;co0041460
tt0019109;co0005073
tt0019127;co0088621
tt0019130;co0005073
tt0019151;co0050868
tt0019152;co0074827
tt0019182;co0028775
tt0019186;co0103059
tt0019195;co0007143
tt0019237;co0007143
tt0019254;co0065371
tt0019258;co0007143
tt0019258;co0073404
tt0019286;co0114108
tt0019290;co0050868
tt0019304;co0074827
tt0019312;co0028775
tt0019325;co0028775
tt0019335;co0007143
tt0019344;co0001555
tt0019374;co0014144
tt0019374;co0021661
tt0019374;co0103053
tt0019374;co0406155
tt0019379;co0007143
tt0019379;co0073404
tt0019388;co0002663
tt0019400;co0007143
tt0019412;co0137892
tt0019415;co0021661
tt0019415;co0136934
tt0019421;co0000357
tt0019421;co0081891
tt0019429;co0028775
tt0019434;co0050868
tt0019451;co0000357
tt0019451;co0203140
tt0019462;co0050868
tt0019480;co0064931
tt0019480;co0230158
tt0019489;co0007143
tt0019509;co0103053
tt0019532;co0049988
tt0019532;co0054683
tt0019532;co0065861
tt0019553;co0023400
tt0019557;co0041460
tt0019558;co0048343
tt0019563;co0007143
tt0019571;co0007143
tt0019574;co0007143
tt0019574;co0073404
tt0019585;co0007143
tt0019591;co0007143
tt0019609;co0025415
tt0019609;co0114108
tt0019609;co0142233
tt0019611;co0020515
tt0019611;co0832982
tt0019629;co0029823
tt0019630;co0203140
tt0019644;co0023400
tt0019646;co0019993
tt0019646;co0031400
tt0019649;co0020515
tt0019649;co0832982
tt0019655;co0021661
tt0019658;co0103059
tt0019684;co0028775
tt0019690;co0019372
tt0019699;co0028775
tt0019702;co0103059
tt0019725;co0005073
tt0019726;co0041460
tt0019729;co0007143
tt0019735;co0016710
tt0019735;co0653553
tt0019745;co0023400
tt0019746;co0006510
tt0019777;co0023400
tt0019785;co0016710
tt0019788;co0046466
tt0019796;co0007001
tt0019796;co0227397
tt0019798;co0023400
tt0019800;co0023400
tt0019811;co0007143
tt0019815;co0007143
tt0019823;co0002663
tt0019823;co0684169
tt0019824;co0041460
tt0019839;co0007143
tt0019843;co0007143
tt0019850;co0114113
tt0019852;co0000357
tt0019852;co0203140
tt0019856;co0133187
tt0019856;co0203140
tt0019884;co0050868
tt0019886;co0007143
tt0019889;co0103059
tt0019901;co0021661
tt0019901;co0136934
tt0019909;co0039543
tt0019929;co0007143
tt0019933;co0023400
tt0019935;co0147179
tt0019936;co0002663
tt0019939;co0114100
tt0019945;co0041460
tt0019946;co0066376
tt0019949;co0023400
tt0019957;co0041421
tt0019959;co0007143
tt0019976;co0005073
tt0019979;co0019372
tt0019983;co0019372
tt0019992;co0023400
tt0019993;co0007143
tt0020004;co0041460
tt0020011;co0142238
tt0020014;co0007143
tt0020018;co0028775
tt0020025;co0103059
tt0020030;co0004763
tt0020034;co0007143
tt0020062;co0007143
tt0020075;co0002117
tt0020078;co0005073
tt0020080;co0005073
tt0020081;co0007143
tt0020092;co0023400
tt0020099;co0129054
tt0020103;co0203074
tt0020103;co0203140
tt0020112;co0023400
tt0020114;co0005073
tt0020122;co0028775
tt0020126;co0007143
tt0020142;co0103059
tt0020143;co0007143
tt0020143;co0073404
tt0020144;co0007143
tt0020144;co0073404
tt0020163;co0015528
tt0020163;co0751312
tt0020166;co0050868
tt0020182;co0026690
tt0020182;co0308486
tt0020193;co0142233
tt0020197;co0023400
tt0020197;co0044892
tt0020198;co0007143
tt0020210;co0007143
tt0020217;co0000357
tt0020223;co0002663
tt0020228;co0036242
tt0020228;co0055187
tt0020230;co0114100
tt0020232;co0114100
tt0020238;co0002663
tt0020247;co0007143
tt0020253;co0007143
tt0020269;co0103059
tt0020286;co0014144
tt0020286;co0021661
tt0020286;co0103053
tt0020286;co0128208
tt0020293;co0114100
tt0020298;co0001555
tt0020305;co0019372
tt0020320;co0023400
tt0020332;co0041421
tt0020335;co0028775
tt0020336;co0007143
tt0020344;co0063997
tt0020358;co0041460
tt0020359;co0028775
tt0020364;co0023400
tt0020388;co0041421
tt0020392;co0005073
tt0020402;co0005073
tt0020403;co0002663
tt0020405;co0145678
tt0020410;co0007143
tt0020425;co0007143
tt0020431;co0023736
tt0020431;co0786251
tt0020439;co0007143
tt0020442;co0007143
tt0020446;co0041460
tt0020451;co0114100
tt0020458;co0041421
tt0020461;co0023400
tt0020466;co0028775
tt0020475;co0062134
tt0020475;co0075929
tt0020479;co0004763
tt0020479;co0046466
tt0020480;co0041421
tt0020488;co0007143
tt0020490;co0028775
tt0020492;co0007143
tt0020499;co0023400
tt0020502;co0007143
tt0020502;co0073404
tt0020510;co0022490
tt0020510;co0135810
tt0020514;co0034180
tt0020516;co0007143
tt0020534;co0007143
tt0020538;co0007143
tt0020542;co0041421
tt0020543;co0028775
tt0020547;co0026018
tt0020556;co0023400
tt0020563;co0298634
tt0020570;co0125646
tt0020570;co0178292
tt0020572;co0137892
tt0020581;co0007143
tt0020585;co0041460
tt0020589;co0007143
tt0020590;co0023400
tt0020608;co0021661
tt0020613;co0050868
tt0020620;co0054813
tt0020620;co0203140
tt0020629;co0005073
tt0020640;co0023400
tt0020641;co0007143
tt0020642;co0007143
tt0020656;co0036246
tt0020661;co0041460
tt0020668;co0000357
tt0020668;co0133191
tt0020670;co0000357
tt0020670;co0133191
tt0020673;co0041421
tt0020679;co0023400
tt0020686;co0007143
tt0020686;co0073404
tt0020690;co0023400
tt0020691;co0028775
tt0020693;co0007143
tt0020695;co0007143
tt0020697;co0010921
tt0020697;co0021661
tt0020701;co0156198
tt0020702;co0028775
tt0020713;co0041460
tt0020724;co0007143
tt0020740;co0002663
tt0020754;co0036849
tt0020758;co0041421
tt0020763;co0007143
tt0020768;co0028775
tt0020768;co0663415
tt0020785;co0041421
tt0020793;co0050989
tt0020793;co0103053
tt0020799;co0041421
tt0020806;co0041421
tt0020814;co0147182
tt0020815;co0041460
tt0020821;co0016710
tt0020821;co0653553
tt0020823;co0023400
tt0020827;co0007143
tt0020828;co0041421
tt0020836;co0002663
tt0020838;co0007143
tt0020842;co0021661
tt0020852;co0103059
tt0020866;co0116384
tt0020869;co0041421
tt0020873;co0023400
tt0020875;co0050868
tt0020876;co0137892
tt0020890;co0041460
tt0020891;co0007143
tt0020891;co0073404
tt0020894;co0023400
tt0020896;co0023400
tt0020900;co0041421
tt0020902;co0007143
tt0020919;co0007143
tt0020924;co0041460
tt0020926;co0002663
tt0020929;co0007143
tt0020938;co0002663
tt0020945;co0041421
tt0020949;co0028775
tt0020959;co0110876
tt0020960;co0074827
tt0020966;co0019372
tt0020980;co0227397
tt0020985;co0019372
tt0020987;co0041421
tt0021001;co0041421
tt0021013;co0103051
tt0021013;co0116384
tt0021016;co0028775
tt0021025;co0005073
tt0021040;co0050868
tt0021042;co0007143
tt0021044;co0007143
tt0021048;co0041460
tt0021053;co0023400
tt0021060;co0007143
tt0021061;co0023400
tt0021069;co0002663
tt0021070;co0023400
tt0021074;co0028775
tt0021079;co0041460
tt0021087;co0041460
tt0021090;co0007143
tt0021092;co0041421
tt0021094;co0000357
tt0021094;co0133191
tt0021100;co0007143
tt0021102;co0041421
tt0021106;co0007143
tt0021110;co0002663
tt0021121;co0023400
tt0021128;co0103059
tt0021132;co0002663
tt0021133;co0002663
tt0021134;co0116384
tt0021140;co0028775
tt0021148;co0007143
tt0021149;co0002663
tt0021152;co0007143
tt0021153;co0023400
tt0021156;co0023400
tt0021165;co0103059
tt0021178;co0007143
tt0021189;co0007143
tt0021189;co0073404
tt0021191;co0041460
tt0021197;co0002663
tt0021216;co0041460
tt0021217;co0000357
tt0021217;co0133191
tt0021223;co0007143
tt0021224;co0005073
tt0021225;co0002663
tt0021228;co0007143
tt0021232;co0023400
tt0021239;co0139530
tt0021240;co0007143
tt0021247;co0011249
tt0021263;co0041460
tt0021268;co0114108
tt0021273;co0074639
tt0021276;co0000357
tt0021276;co0133191
tt0021280;co0016710
tt0021281;co0016710
tt0021282;co0050868
tt0021283;co0227397
tt0021287;co0000357
tt0021287;co0203140
tt0021292;co0007143
tt0021294;co0007143
tt0021295;co0028775
tt0021297;co0023400
tt0021297;co0044892
tt0021303;co0002663
tt0021304;co0041460
tt0021307;co0007143
tt0021309;co0048380
tt0021310;co0007143
tt0021322;co0023400
tt0021324;co0041421
tt0021331;co0034833
tt0021335;co0023400
tt0021345;co0007143
tt0021365;co0007143
tt0021371;co0041460
tt0021374;co0041421
tt0021376;co0041421
tt0021377;co0019372
tt0021381;co0002663
tt0021382;co0007143
tt0021382;co0073404
tt0021394;co0002663
tt0021400;co0041460
tt0021401;co0028775
tt0021406;co0007001
tt0021408;co0028775
tt0021409;co0012482
tt0021413;co0041460
tt0021420;co0023400
tt0021435;co0041460
tt0021439;co0002663
tt0021463;co0023400
tt0021464;co0007143
tt0021472;co0002663
tt0021483;co0023400
tt0021486;co0041460
tt0021492;co0023400
tt0021493;co0041460
tt0021505;co0007143
tt0021508;co0028775
tt0021511;co0023400
tt0021525;co0023400
tt0021531;co0007143
tt0021533;co0007143
tt0021534;co0007143
tt0021542;co0011145
tt0021542;co0036089
tt0021549;co0016710
tt0021549;co0189536
tt0021550;co0002663
tt0021551;co0041460
tt0021568;co0023400
tt0021571;co0020515
tt0021571;co0829627
tt0021577;co0034833
tt0021580;co0023400
tt0021594;co0028799
tt0021595;co0002663
tt0021599;co0073248
tt0021606;co0028775
tt0021607;co0023400
tt0021615;co0041421
tt0021622;co0016710
tt0021622;co0239710
tt0021632;co0041421
tt0021633;co0007143
tt0021633;co0073404
tt0021635;co0219560
tt0021636;co0005073
tt0021647;co0002663
tt0021649;co0041421
tt0021653;co0147182
tt0021654;co0151510
tt0021657;co0041460
tt0021659;co0055570
tt0021668;co0028775
tt0021673;co0002663
tt0021673;co0020427
tt0021681;co0021661
tt0021684;co0055570
tt0021695;co0028775
tt0021697;co0041460
tt0021707;co0075561
tt0021725;co0041421
tt0021730;co0007143
tt0021732;co0041460
tt0021733;co0028775
tt0021735;co0023400
tt0021739;co0045653
tt0021743;co0038720
tt0021746;co0041421
tt0021749;co0028083
tt0021750;co0023400
tt0021754;co0069530
tt0021756;co0055570
tt0021759;co0028775
tt0021761;co0041421
tt0021764;co0133191
tt0021764;co0220115
tt0021768;co0041421
tt0021770;co0050868
tt0021772;co0007143
tt0021775;co0028775
tt0021778;co0007143
tt0021780;co0007143
tt0021785;co0023400
tt0021786;co0007143
tt0021793;co0028775
tt0021798;co0055570
tt0021799;co0050868
tt0021807;co0028775
tt0021814;co0005073
tt0021815;co0005073
tt0021818;co0002663
tt0021818;co0036089
tt0021818;co0041119
tt0021820;co0116384
tt0021825;co0007143
tt0021826;co0028775
tt0021828;co0005073
tt0021829;co0002663
tt0021836;co0021661
tt0021840;co0041421
tt0021845;co0002663
tt0021847;co0023400
tt0021859;co0002663
tt0021861;co0023400
tt0021864;co0000385
tt0021865;co0041460
tt0021873;co0041460
tt0021874;co0007143
