movie_id;genre_id
tt0014497;9
tt0014497;20
tt0014516;9
tt0014524;9
tt0014532;5
tt0014532;9
tt0014532;11
tt0014532;13
tt0014538;6
tt0014586;11
tt0014586;14
tt0014604;9
tt0014604;20
tt0014605;9
tt0014605;20
tt0014606;7
tt0014606;9
tt0014606;17
tt0014606;20
tt0014611;3
tt0014611;6
tt0014611;10
tt0014611;20
tt0014624;9
tt0014624;20
tt0014636;9
tt0014636;20
tt0014646;3
tt0014646;6
tt0014646;9
tt0014646;11
tt0014646;20
tt0014646;21
tt0014672;9
tt0014672;13
tt0014672;25
tt0014702;9
tt0014702;13
tt0014702;20
tt0014721;9
tt0014721;20
tt0014721;21
tt0014760;9
tt0014770;3
tt0014770;9
tt0014826;9
tt0014826;14
tt0014826;20
tt0014854;9
tt0014854;13
tt0014854;20
tt0014869;9
tt0014874;9
tt0014898;9
tt0014898;20
tt0014900;6
tt0014925;6
tt0014945;6
tt0014945;20
tt0014972;9
tt0014972;20
tt0014972;24
tt0014982;6
tt0014982;20
tt0015002;6
tt0015014;3
tt0015014;9
tt0015014;17
tt0015014;21
tt0015016;13
tt0015016;20
tt0015016;26
tt0015018;9
tt0015018;20
tt0015022;9
tt0015022;13
tt0015022;20
tt0015022;25
tt0015036;9
tt0015064;9
tt0015116;6
tt0015116;9
tt0015119;6
tt0015136;9
tt0015136;20
tt0015145;9
tt0015145;20
tt0015163;1
tt0015163;6
tt0015163;20
tt0015167;6
tt0015174;3
tt0015174;9
tt0015174;11
tt0015175;3
tt0015175;9
tt0015175;11
tt0015200;6
tt0015202;7
tt0015202;14
tt0015202;17
tt0015202;21
tt0015202;24
tt0015213;6
tt0015213;20
tt0015214;21
tt0015224;3
tt0015224;10
tt0015224;11
tt0015268;9
tt0015289;9
tt0015289;13
tt0015310;3
tt0015310;9
tt0015310;20
tt0015312;9
tt0015324;1
tt0015324;6
tt0015324;20
tt0015361;9
tt0015400;3
tt0015400;10
tt0015400;11
tt0015400;20
tt0015493;9
tt0015498;9
tt0015498;20
tt0015500;6
tt0015500;9
tt0015518;20
tt0015532;3
tt0015532;4
tt0015532;10
tt0015532;11
tt0015532;20
tt0015624;9
tt0015624;20
tt0015624;25
tt0015634;9
tt0015643;26
tt0015648;9
tt0015648;13
tt0015648;24
tt0015648;25
tt0015684;6
tt0015684;9
tt0015687;3
tt0015687;20
tt0015687;26
tt0015693;9
tt0015693;20
tt0015758;3
tt0015758;20
tt0015768;6
tt0015768;9
tt0015772;1
tt0015772;3
tt0015772;6
tt0015772;9
tt0015772;13
tt0015772;20
tt0015794;9
tt0015794;11
tt0015801;6
tt0015801;9
tt0015801;20
tt0015841;6
tt0015841;10
tt0015841;20
tt0015841;23
tt0015842;9
tt0015847;9
tt0015861;9
tt0015861;20
tt0015863;6
tt0015863;26
tt0015864;3
tt0015864;6
tt0015864;9
tt0015864;26
tt0015872;9
tt0015881;9
tt0015881;24
tt0015881;26
tt0015883;9
tt0015909;6
tt0015935;5
tt0015935;9
tt0015935;13
tt0016004;6
tt0016005;9
tt0016005;20
tt0016006;9
tt0016013;1
tt0016013;6
tt0016013;9
tt0016013;20
tt0016013;25
tt0016023;9
tt0016023;20
tt0016028;6
tt0016028;9
tt0016029;6
tt0016029;10
tt0016029;16
tt0016039;3
tt0016039;11
tt0016039;21
tt0016039;24
tt0016104;9
tt0016104;20
tt0016123;6
tt0016123;14
tt0016123;17
tt0016123;20
tt0016123;21
tt0016142;9
tt0016185;1
tt0016185;3
tt0016201;7
tt0016201;9
tt0016201;20
tt0016205;6
tt0016205;7
tt0016205;20
tt0016220;14
tt0016226;6
tt0016226;20
tt0016226;23
tt0016230;9
tt0016230;20
tt0016232;9
tt0016240;9
tt0016241;6
tt0016241;9
tt0016258;6
tt0016258;9
tt0016276;5
tt0016276;9
tt0016276;20
tt0016288;1
tt0016288;9
tt0016288;26
tt0016294;9
tt0016294;11
tt0016294;20
tt0016308;6
tt0016309;6
tt0016309;9
tt0016310;9
tt0016332;6
tt0016332;20
tt0016338;3
tt0016338;11
tt0016338;21
tt0016377;9
tt0016392;9
tt0016394;6
tt0016395;9
tt0016461;1
tt0016461;20
tt0016461;26
tt0016473;7
tt0016473;9
tt0016473;20
tt0016480;26
tt0016481;7
tt0016481;9
tt0016481;20
tt0016491;9
tt0016491;17
tt0016491;20
tt0016493;6
tt0016493;9
tt0016493;11
tt0016544;3
tt0016544;6
tt0016544;10
tt0016544;11
tt0016545;3
tt0016545;9
tt0016545;20
tt0016545;26
tt0016548;6
tt0016548;9
tt0016559;6
tt0016560;1
tt0016560;6
tt0016560;9
tt0016560;20
tt0016563;9
tt0016627;9
tt0016627;20
tt0016629;17
tt0016629;24
tt0016630;1
tt0016630;6
tt0016630;20
tt0016630;23
tt0016634;1
tt0016634;3
tt0016634;9
tt0016634;25
tt0016640;7
tt0016640;9
tt0016640;14
tt0016643;6
tt0016643;9
tt0016643;25
tt0016646;6
tt0016646;20
tt0016654;1
tt0016654;3
tt0016655;7
tt0016655;9
tt0016655;20
tt0016664;1
tt0016664;9
tt0016669;9
tt0016669;20
tt0016672;6
tt0016672;20
tt0016690;1
tt0016690;9
tt0016690;20
tt0016691;9
tt0016691;20
tt0016762;9
tt0016804;3
tt0016804;20
tt0016822;6
tt0016822;20
tt0016827;6
tt0016827;20
tt0016832;6
tt0016832;20
tt0016847;9
tt0016847;11
tt0016847;14
tt0016854;6
tt0016854;20
tt0016871;6
tt0016884;9
tt0016884;20
tt0016895;1
tt0016895;6
tt0016895;20
tt0016914;9
tt0016939;26
tt0016947;1
tt0016947;6
tt0016947;25
tt0016953;9
tt0016971;6
tt0017004;3
tt0017004;6
tt0017004;20
tt0017028;6
tt0017028;20
tt0017029;6
tt0017048;9
tt0017048;14
tt0017048;24
tt0017075;7
tt0017075;9
tt0017075;17
tt0017075;24
tt0017082;6
tt0017082;9
tt0017082;20
tt0017096;1
tt0017096;9
tt0017096;11
tt0017096;14
tt0017103;9
tt0017103;11
tt0017103;14
tt0017103;20
tt0017119;6
tt0017120;9
tt0017120;25
tt0017128;9
tt0017136;9
tt0017136;21
tt0017159;3
tt0017159;6
tt0017159;7
tt0017159;20
tt0017159;21
tt0017184;6
tt0017195;9
tt0017196;9
tt0017196;20
tt0017198;5
tt0017198;9
tt0017198;13
tt0017198;20
tt0017226;9
tt0017226;13
tt0017271;9
tt0017293;6
tt0017329;9
tt0017338;6
tt0017350;9
tt0017354;1
tt0017354;3
tt0017354;11
tt0017354;20
tt0017374;9
tt0017374;20
tt0017378;9
tt0017382;6
tt0017382;9
tt0017409;6
tt0017410;6
tt0017416;3
tt0017416;9
tt0017416;20
tt0017419;9
tt0017419;20
tt0017423;9
tt0017437;6
tt0017438;9
tt0017438;14
tt0017448;6
tt0017448;9
tt0017449;9
tt0017449;20
tt0017463;20
tt0017463;26
tt0017480;9
tt0017480;20
tt0017483;3
tt0017483;6
tt0017483;20
tt0017519;9
tt0017519;20
tt0017534;9
tt0017534;20
tt0017534;23
tt0017540;6
tt0017540;9
tt0017540;25
tt0017567;9
tt0017567;20
tt0017567;26
tt0017619;9
tt0017619;20
tt0017621;9
tt0017621;11
tt0017621;14
tt0017621;21
tt0017632;9
tt0017632;20
tt0017653;9
tt0017662;9
tt0017662;20
tt0017662;25
tt0017667;3
tt0017667;9
tt0017667;13
tt0017667;20
tt0017726;9
tt0017735;9
tt0017735;20
tt0017736;5
tt0017736;9
tt0017739;6
tt0017739;14
tt0017739;17
tt0017750;6
tt0017750;7
tt0017750;9
tt0017751;9
tt0017751;20
tt0017765;6
tt0017765;9
tt0017765;23
tt0017809;6
tt0017809;9
tt0017809;20
tt0017825;3
tt0017825;9
tt0017825;24
tt0017832;9
tt0017832;23
tt0017843;20
tt0017843;24
tt0017860;6
tt0017886;6
tt0017886;9
tt0017918;3
tt0017918;20
tt0017925;1
tt0017925;3
tt0017925;6
tt0017925;9
tt0017925;25
tt0017928;6
tt0017928;20
tt0017938;9
tt0017938;20
tt0017961;6
tt0017961;9
tt0017998;9
tt0017998;20
tt0018014;9
tt0018014;25
tt0018016;9
tt0018016;20
tt0018033;6
tt0018033;20
tt0018037;9
tt0018037;15
tt0018037;16
tt0018037;20
tt0018045;9
tt0018045;11
tt0018045;25
tt0018051;6
tt0018051;9
tt0018051;10
tt0018051;20
tt0018054;5
tt0018054;9
tt0018054;13
tt0018066;9
tt0018087;9
tt0018087;20
tt0018097;14
tt0018102;6
tt0018107;9
tt0018107;20
tt0018113;9
tt0018138;9
tt0018166;9
tt0018166;20
tt0018179;9
tt0018179;20
tt0018183;6
tt0018183;20
tt0018192;5
tt0018192;9
tt0018192;13
tt0018192;25
tt0018217;9
tt0018217;13
tt0018218;9
tt0018218;13
tt0018218;20
tt0018235;6
tt0018235;20
tt0018247;6
tt0018247;20
tt0018253;9
tt0018253;20
tt0018253;23
tt0018253;25
tt0018268;6
tt0018297;6
tt0018297;9
tt0018297;20
tt0018311;6
tt0018311;20
tt0018328;9
tt0018328;20
tt0018328;23
tt0018351;6
tt0018362;7
tt0018362;9
tt0018362;20
tt0018379;9
tt0018379;20
tt0018389;9
tt0018392;9
tt0018392;20
tt0018397;7
tt0018397;9
tt0018413;6
tt0018413;23
tt0018440;6
tt0018451;9
tt0018451;20
tt0018453;24
tt0018455;9
tt0018455;20
tt0018464;1
tt0018464;3
tt0018471;6
tt0018471;9
tt0018471;20
tt0018471;25
tt0018484;6
tt0018484;9
tt0018487;6
tt0018487;9
tt0018505;6
tt0018505;9
tt0018513;9
tt0018515;3
tt0018515;6
tt0018515;20
tt0018523;6
tt0018524;9
tt0018524;13
tt0018526;7
tt0018526;9
tt0018526;12
tt0018526;20
tt0018528;9
tt0018528;14
tt0018528;20
tt0018528;24
tt0018530;6
tt0018530;9
tt0018566;13
tt0018566;20
tt0018578;1
tt0018578;9
tt0018578;20
tt0018578;25
tt0018579;9
tt0018579;13
tt0018579;25
tt0018588;9
tt0018600;9
tt0018600;20
tt0018615;9
tt0018615;20
tt0018618;9
tt0018618;20
tt0018678;6
tt0018684;3
tt0018684;9
tt0018722;6
tt0018737;7
tt0018737;9
tt0018737;20
tt0018742;6
tt0018742;9
tt0018742;10
tt0018742;20
tt0018749;6
tt0018749;20
tt0018756;6
tt0018770;14
tt0018773;6
tt0018773;20
tt0018795;9
tt0018826;6
tt0018836;9
tt0018836;20
tt0018839;7
tt0018839;9
tt0018839;12
tt0018839;20
tt0018841;6
tt0018862;9
tt0018862;20
tt0018862;25
tt0018876;6
tt0018876;9
tt0018876;20
tt0018879;9
tt0018879;20
tt0018882;6
tt0018907;9
tt0018908;3
tt0018908;9
tt0018908;20
tt0018908;25
tt0018909;9
tt0018909;25
tt0018910;9
tt0018927;6
tt0018927;9
tt0018935;9
tt0018937;1
tt0018937;3
tt0018937;6
tt0018937;9
tt0018972;9
tt0018972;20
tt0018972;24
tt0018990;9
tt0018990;20
tt0018990;25
tt0018996;21
tt0019043;9
tt0019067;6
tt0019067;9
tt0019067;20
tt0019071;9
tt0019071;13
tt0019071;20
tt0019071;25
tt0019074;9
tt0019096;7
tt0019096;9
tt0019096;15
tt0019096;20
tt0019098;9
tt0019098;20
tt0019098;25
tt0019109;6
tt0019109;9
tt0019109;20
tt0019127;9
tt0019130;9
tt0019130;17
tt0019130;20
tt0019130;24
tt0019151;6
tt0019151;20
tt0019152;9
tt0019182;9
tt0019186;9
tt0019195;9
tt0019195;20
tt0019237;9
tt0019254;5
tt0019254;9
tt0019254;13
tt0019258;6
tt0019258;9
tt0019258;20
tt0019286;9
tt0019286;25
tt0019290;9
tt0019304;7
tt0019304;9
tt0019304;12
tt0019312;9
tt0019312;20
tt0019325;6
tt0019325;9
tt0019335;9
tt0019344;9
tt0019374;9
tt0019374;13
tt0019374;20
tt0019379;6
tt0019379;20
tt0019388;9
tt0019388;16
tt0019400;6
tt0019400;20
tt0019400;23
tt0019412;1
tt0019412;6
tt0019412;10
tt0019415;20
tt0019415;24
tt0019421;1
tt0019421;6
tt0019421;9
tt0019421;10
tt0019421;20
tt0019429;9
tt0019434;1
tt0019434;3
tt0019434;9
tt0019434;20
tt0019451;9
tt0019451;20
tt0019462;6
tt0019462;9
tt0019462;20
tt0019480;6
tt0019489;1
tt0019489;3
tt0019489;9
tt0019489;20
tt0019489;26
tt0019509;9
tt0019509;20
tt0019532;1
tt0019532;3
tt0019532;13
tt0019553;9
tt0019557;7
tt0019557;9
tt0019557;15
tt0019557;20
tt0019558;9
tt0019563;9
tt0019563;17
tt0019571;1
tt0019571;7
tt0019571;9
tt0019574;9
tt0019574;20
tt0019585;9
tt0019585;20
tt0019585;24
tt0019585;26
tt0019591;9
tt0019609;9
tt0019611;9
tt0019611;11
tt0019629;9
tt0019630;1
tt0019630;7
tt0019630;20
tt0019644;9
tt0019644;16
tt0019646;9
tt0019646;20
tt0019649;9
tt0019649;25
tt0019655;7
tt0019655;9
tt0019655;20
tt0019658;9
tt0019684;3
tt0019684;7
tt0019684;17
tt0019684;20
tt0019690;6
tt0019690;7
tt0019690;17
tt0019699;3
tt0019699;9
tt0019702;7
tt0019702;24
tt0019725;7
tt0019725;15
tt0019725;20
tt0019726;7
tt0019726;9
tt0019726;16
tt0019726;20
tt0019729;9
tt0019729;16
tt0019729;20
tt0019735;9
tt0019735;17
tt0019735;24
tt0019745;7
tt0019745;9
tt0019745;17
tt0019746;3
tt0019746;9
tt0019777;3
tt0019777;6
tt0019777;16
tt0019777;20
tt0019785;9
tt0019788;9
tt0019788;20
tt0019796;6
tt0019798;9
tt0019798;16
tt0019798;20
tt0019800;3
tt0019800;9
tt0019800;20
tt0019811;3
tt0019811;9
tt0019811;20
tt0019815;15
tt0019815;20
tt0019815;25
tt0019823;5
tt0019823;9
tt0019823;13
tt0019824;9
tt0019824;13
tt0019824;20
tt0019824;25
tt0019839;6
tt0019839;9
tt0019839;20
tt0019839;23
tt0019843;9
tt0019850;9
tt0019850;20
tt0019852;9
tt0019852;20
tt0019856;9
tt0019884;1
tt0019884;3
tt0019884;20
tt0019884;25
tt0019886;3
tt0019886;9
tt0019886;20
tt0019889;7
tt0019889;9
tt0019901;3
tt0019901;6
tt0019901;9
tt0019901;20
tt0019901;21
tt0019909;9
tt0019929;6
tt0019933;6
tt0019933;9
tt0019933;16
tt0019935;9
tt0019935;20
tt0019936;6
tt0019936;16
tt0019939;9
tt0019945;26
tt0019946;9
tt0019946;16
tt0019946;20
tt0019949;9
tt0019949;17
tt0019957;9
tt0019957;20
tt0019959;9
tt0019959;16
tt0019976;1
tt0019976;7
tt0019976;9
tt0019976;26
tt0019979;9
tt0019983;7
tt0019983;9
tt0019983;20
tt0019992;9
tt0019992;17
tt0019993;6
tt0019993;15
tt0020004;6
tt0020004;7
tt0020004;9
tt0020004;14
tt0020004;17
tt0020004;20
tt0020011;9
tt0020014;6
tt0020018;26
tt0020025;9
tt0020030;3
tt0020030;9
tt0020030;13
tt0020030;20
tt0020034;6
tt0020034;16
tt0020034;20
tt0020062;9
tt0020062;20
tt0020075;9
tt0020075;20
tt0020078;9
tt0020078;14
tt0020078;20
tt0020080;14
tt0020080;17
tt0020080;24
tt0020081;6
tt0020081;9
tt0020092;7
tt0020092;9
tt0020092;20
tt0020099;9
tt0020103;9
tt0020103;17
tt0020103;24
tt0020112;6
tt0020112;16
tt0020112;20
tt0020114;6
tt0020122;9
tt0020122;20
tt0020126;9
tt0020142;9
tt0020142;20
tt0020143;9
tt0020143;16
tt0020143;20
tt0020143;25
tt0020144;9
tt0020163;6
tt0020163;9
tt0020163;20
tt0020166;9
tt0020166;20
tt0020182;3
tt0020193;9
tt0020197;7
tt0020197;20
tt0020197;24
tt0020197;25
tt0020198;3
tt0020198;20
tt0020198;21
tt0020210;6
tt0020210;9
tt0020217;7
tt0020217;9
tt0020217;15
tt0020217;20
tt0020223;9
tt0020223;25
tt0020228;6
tt0020230;9
tt0020230;13
tt0020232;9
tt0020238;6
tt0020238;16
tt0020238;20
tt0020247;6
tt0020247;9
tt0020253;9
tt0020253;15
tt0020253;20
tt0020269;7
tt0020269;9
tt0020286;3
tt0020286;9
tt0020286;20
tt0020293;9
tt0020298;9
tt0020305;7
tt0020305;9
tt0020305;24
tt0020320;3
tt0020320;9
tt0020320;26
tt0020332;3
tt0020332;15
tt0020332;20
tt0020332;26
tt0020335;9
tt0020335;20
tt0020336;6
tt0020336;9
tt0020336;16
tt0020336;20
tt0020344;9
tt0020358;16
tt0020359;9
tt0020359;20
tt0020359;23
tt0020364;6
tt0020364;20
tt0020388;6
tt0020388;17
tt0020388;24
tt0020392;9
tt0020392;23
tt0020402;9
tt0020402;16
tt0020402;20
tt0020403;16
tt0020405;9
