movie_id;country_id
tt0017998;180
tt0018014;184
tt0018016;184
tt0018033;184
tt0018037;184
tt0018045;60
tt0018051;184
tt0018054;184
tt0018066;162
tt0018087;64
tt0018097;184
tt0018102;184
tt0018107;184
tt0018113;184
tt0018138;184
tt0018166;184
tt0018179;184
tt0018183;184
tt0018192;60
tt0018217;162
tt0018218;184
tt0018235;184
tt0018247;184
tt0018253;184
tt0018268;162
tt0018297;184
tt0018311;184
tt0018328;180
tt0018351;184
tt0018362;184
tt0018379;184
tt0018389;184
tt0018392;180
tt0018397;184
tt0018413;184
tt0018440;184
tt0018451;184
tt0018453;162
tt0018455;184
tt0018464;184
tt0018471;184
tt0018484;184
tt0018487;184
tt0018505;162
tt0018513;184
tt0018515;184
tt0018523;60
tt0018523;64
tt0018524;184
tt0018526;184
tt0018528;184
tt0018530;184
tt0018566;184
tt0018578;184
tt0018579;184
tt0018588;64
tt0018600;36
tt0018600;76
tt0018615;64
tt0018618;184
tt0018678;184
tt0018684;184
tt0018722;184
tt0018737;64
tt0018742;184
tt0018749;184
tt0018756;180
tt0018770;60
tt0018773;184
tt0018795;184
tt0018826;60
tt0018836;184
tt0018839;184
tt0018841;162
tt0018862;162
tt0018876;180
tt0018879;184
tt0018882;184
tt0018907;184
tt0018908;184
tt0018909;184
tt0018910;184
tt0018927;184
tt0018935;64
tt0018937;184
tt0018972;184
tt0018990;64
tt0018996;180
tt0019043;88
tt0019067;184
tt0019071;184
tt0019074;184
tt0019096;184
tt0019098;184
tt0019109;184
tt0019127;60
tt0019130;184
tt0019151;184
tt0019152;184
tt0019182;184
tt0019186;180
tt0019195;184
tt0019237;184
tt0019254;60
tt0019258;184
tt0019286;162
tt0019290;184
tt0019304;184
tt0019312;184
tt0019325;184
tt0019335;184
tt0019344;184
tt0019374;64
tt0019374;79
tt0019374;180
tt0019379;184
tt0019388;184
tt0019400;184
tt0019412;184
tt0019415;64
tt0019421;184
tt0019429;184
tt0019434;184
tt0019451;184
tt0019462;184
tt0019480;60
tt0019489;184
tt0019509;180
tt0019532;184
tt0019553;184
tt0019557;184
tt0019558;184
tt0019563;184
tt0019571;184
tt0019574;184
tt0019585;184
tt0019591;184
tt0019609;64
tt0019609;162
tt0019611;162
tt0019629;163
tt0019630;184
tt0019644;184
tt0019646;60
tt0019649;162
tt0019655;64
tt0019658;180
tt0019684;184
tt0019690;184
tt0019699;184
tt0019702;180
tt0019725;184
tt0019726;184
tt0019729;184
tt0019735;184
tt0019745;184
tt0019746;60
tt0019777;184
tt0019785;184
tt0019788;184
tt0019796;88
tt0019798;184
tt0019800;184
tt0019811;184
tt0019815;184
tt0019823;184
tt0019824;184
tt0019839;184
tt0019843;184
tt0019850;45
tt0019852;184
tt0019856;184
tt0019884;184
tt0019886;184
tt0019889;180
tt0019901;64
tt0019909;64
tt0019929;184
tt0019933;184
tt0019935;184
tt0019936;184
tt0019939;162
tt0019945;184
tt0019946;184
tt0019949;184
tt0019957;184
tt0019959;184
tt0019976;184
tt0019979;184
tt0019983;184
tt0019992;184
tt0019993;184
tt0020004;184
tt0020011;64
tt0020014;184
tt0020018;184
tt0020025;180
tt0020030;184
tt0020034;184
tt0020062;184
tt0020075;133
tt0020078;184
tt0020080;184
tt0020081;184
tt0020092;184
tt0020099;184
tt0020103;184
tt0020112;184
tt0020114;184
tt0020122;184
tt0020126;184
tt0020142;84
tt0020142;180
tt0020143;184
tt0020144;184
tt0020163;64
tt0020166;184
tt0020182;60
tt0020193;64
tt0020197;184
tt0020198;184
tt0020210;184
tt0020217;184
tt0020223;184
tt0020228;60
tt0020230;162
tt0020232;162
tt0020238;184
tt0020247;184
tt0020253;184
tt0020269;180
tt0020286;64
tt0020286;79
tt0020286;180
tt0020293;162
tt0020298;184
tt0020305;184
tt0020320;184
tt0020332;184
tt0020335;184
tt0020336;184
tt0020344;86
tt0020358;184
tt0020359;184
tt0020364;184
tt0020388;184
tt0020392;184
tt0020402;184
tt0020403;184
tt0020405;184
tt0020410;184
tt0020425;184
tt0020431;64
tt0020439;184
tt0020442;184
tt0020446;184
tt0020451;162
tt0020458;184
tt0020461;184
tt0020466;184
tt0020475;64
tt0020479;184
tt0020480;184
tt0020488;184
tt0020490;184
tt0020492;184
tt0020499;184
tt0020502;184
tt0020510;88
tt0020514;184
tt0020516;184
tt0020530;60
tt0020534;184
tt0020538;184
tt0020542;184
tt0020543;184
tt0020547;60
tt0020556;184
tt0020563;88
tt0020570;64
tt0020572;184
tt0020581;184
tt0020585;184
tt0020589;184
tt0020590;184
tt0020608;64
tt0020613;184
tt0020620;184
tt0020629;184
tt0020640;184
tt0020641;184
tt0020642;184
tt0020656;60
tt0020661;184
tt0020668;184
tt0020670;184
tt0020673;184
tt0020679;184
tt0020686;184
tt0020690;184
tt0020691;184
tt0020693;184
tt0020695;184
tt0020697;64
tt0020701;180
tt0020702;184
tt0020713;184
tt0020724;184
tt0020740;184
tt0020754;184
tt0020758;184
tt0020763;184
tt0020768;184
tt0020785;184
tt0020793;168
tt0020793;180
tt0020799;184
tt0020806;184
tt0020814;60
tt0020815;184
tt0020821;184
tt0020823;184
tt0020827;184
tt0020828;184
tt0020836;184
tt0020838;184
tt0020842;64
tt0020852;180
tt0020866;184
tt0020869;184
tt0020873;184
tt0020875;184
tt0020876;184
tt0020890;184
tt0020891;184
tt0020894;184
tt0020896;184
tt0020900;184
tt0020902;184
tt0020919;184
tt0020924;184
tt0020926;184
tt0020929;184
tt0020938;184
tt0020945;184
tt0020949;184
tt0020959;184
tt0020960;184
tt0020966;184
tt0020980;88
tt0020985;184
tt0020987;184
tt0021001;184
tt0021013;180
tt0021013;184
tt0021016;184
tt0021025;184
tt0021040;184
tt0021042;184
tt0021044;184
tt0021048;184
tt0021053;184
tt0021060;184
tt0021061;184
tt0021069;184
tt0021070;184
tt0021074;184
tt0021079;184
tt0021087;184
tt0021090;184
tt0021092;184
tt0021094;184
tt0021100;184
tt0021102;184
tt0021106;184
tt0021110;184
tt0021121;184
tt0021128;64
tt0021128;180
tt0021132;184
tt0021133;184
tt0021134;184
tt0021140;184
tt0021148;184
tt0021149;184
tt0021152;184
tt0021153;184
tt0021156;184
tt0021165;180
tt0021178;184
tt0021189;184
tt0021191;184
tt0021197;184
tt0021216;184
tt0021217;184
tt0021223;184
tt0021224;184
tt0021225;184
tt0021228;184
tt0021232;184
tt0021239;184
tt0021240;184
tt0021247;60
tt0021263;184
tt0021268;162
tt0021273;60
tt0021276;184
tt0021280;184
tt0021281;184
tt0021282;184
tt0021283;88
tt0021287;184
tt0021292;184
tt0021294;184
tt0021295;184
tt0021297;184
tt0021303;184
tt0021304;184
tt0021307;184
tt0021309;60
tt0021310;184
tt0021322;184
tt0021324;184
tt0021331;60
tt0021335;184
tt0021345;184
tt0021365;184
tt0021371;184
tt0021374;184
tt0021376;184
tt0021377;184
tt0021381;184
tt0021382;184
tt0021394;184
tt0021400;184
tt0021401;184
tt0021406;88
tt0021408;184
tt0021409;60
tt0021413;184
tt0021420;184
tt0021435;184
tt0021439;184
tt0021463;184
tt0021464;184
tt0021472;184
tt0021483;184
tt0021484;45
tt0021484;64
tt0021486;184
tt0021492;184
tt0021493;184
tt0021505;184
tt0021508;184
tt0021511;184
tt0021525;184
tt0021531;184
tt0021533;184
tt0021534;184
tt0021542;64
tt0021549;184
tt0021550;184
tt0021551;184
tt0021568;184
tt0021571;162
tt0021577;60
tt0021580;184
tt0021594;79
tt0021595;184
tt0021599;184
tt0021606;184
tt0021607;184
tt0021615;184
tt0021622;184
tt0021632;184
tt0021633;184
tt0021635;184
tt0021636;184
tt0021647;184
tt0021649;184
tt0021653;60
tt0021653;64
tt0021654;64
tt0021657;184
tt0021659;184
tt0021668;184
tt0021673;184
tt0021681;64
tt0021684;184
tt0021695;184
tt0021697;184
tt0021707;184
tt0021725;184
tt0021730;184
tt0021732;184
tt0021733;184
tt0021735;184
tt0021739;60
tt0021743;184
tt0021746;184
tt0021749;184
tt0021750;184
tt0021754;60
tt0021756;184
tt0021759;184
tt0021761;184
tt0021764;184
tt0021768;184
tt0021770;184
tt0021772;184
tt0021775;184
tt0021778;184
tt0021780;184
tt0021785;184
tt0021786;184
tt0021793;184
tt0021798;184
tt0021799;184
tt0021807;184
tt0021814;184
tt0021815;184
tt0021818;64
tt0021820;184
tt0021825;184
tt0021826;184
tt0021828;184
tt0021829;184
tt0021836;64
tt0021840;184
tt0021845;184
tt0021847;184
tt0021859;184
tt0021861;184
tt0021864;60
tt0021865;184
tt0021873;184
tt0021874;184
tt0021879;184
tt0021884;184
tt0021885;184
tt0021889;184
tt0021890;184
tt0021895;184
tt0021900;184
tt0021906;184
tt0021910;184
tt0021917;184
tt0021919;184
tt0021927;184
tt0021928;184
tt0021931;184
tt0021932;184
tt0021933;184
tt0021952;184
tt0021963;184
tt0021966;184
tt0021969;184
tt0021973;184
tt0021978;184
tt0021985;77
tt0021986;184
tt0021988;184
tt0021992;184
tt0022000;184
tt0022001;184
tt0022002;184
tt0022017;60
tt0022017;64
tt0022021;184
tt0022026;184
tt0022029;184
tt0022034;64
tt0022042;184
tt0022043;184
tt0022046;184
tt0022048;88
tt0022054;184
tt0022056;184
tt0022059;184
tt0022074;184
tt0022080;24
tt0022085;184
tt0022086;184
tt0022100;64
tt0022103;184
tt0022105;88
tt0022111;184
tt0022117;184
tt0022119;184
tt0022120;184
tt0022121;64
tt0022125;60
tt0022134;184
tt0022135;184
tt0022139;184
tt0022149;184
tt0022150;60
tt0022151;184
tt0022153;184
tt0022158;184
tt0022172;184
tt0022173;184
tt0022177;184
tt0022178;184
tt0022180;184
tt0022183;64
tt0022185;64
tt0022191;184
tt0022197;184
tt0022198;184
tt0022204;64
tt0022208;184
tt0022214;88
tt0022215;162
tt0022223;60
tt0022235;64
tt0022235;184
tt0022236;184
tt0022243;184
tt0022246;184
tt0022251;184
tt0022254;184
tt0022259;184
tt0022261;184
tt0022264;184
tt0022265;184
tt0022268;184
tt0022273;184
tt0022274;184
tt0022276;184
tt0022279;184
tt0022285;184
tt0022286;184
tt0022289;162
tt0022290;184
tt0022293;184
tt0022296;184
tt0022297;184
tt0022303;184
tt0022308;184
tt0022317;184
tt0022321;184
tt0022326;184
tt0022331;184
tt0022335;184
tt0022339;114
tt0022353;184
tt0022357;184
tt0022360;184
tt0022373;180
tt0022381;184
tt0022382;184
tt0022386;184
tt0022391;184
tt0022395;180
tt0022397;184
tt0022403;184
tt0022404;184
tt0022409;184
tt0022412;184
tt0022418;180
tt0022425;184
tt0022428;184
tt0022430;184
tt0022432;184
tt0022433;184
tt0022435;184
tt0022436;184
tt0022437;184
tt0022440;184
tt0022444;64
tt0022453;184
tt0022454;184
tt0022458;184
tt0022463;184
tt0022469;184
tt0022478;184
tt0022481;184
tt0022484;184
tt0022485;88
tt0022489;184
tt0022495;184
tt0022500;184
tt0022501;184
tt0022517;184
tt0022523;184
tt0022535;64
tt0022537;31
tt0022537;184
tt0022550;184
tt0022551;184
tt0022572;184
tt0022582;184
tt0022599;60
tt0022613;184
tt0022614;184
tt0022615;184
tt0022619;184
tt0022626;184
tt0022628;184
tt0022635;184
tt0022639;184
tt0022641;184
tt0022644;184
tt0022651;184
tt0022660;184
tt0022663;184
tt0022675;184
tt0022676;184
tt0022681;184
tt0022682;184
tt0022685;184
tt0022689;184
tt0022694;64
tt0022696;184
tt0022698;184
tt0022699;64
tt0022700;184
tt0022718;60
tt0022725;184
tt0022731;184
tt0022733;184
tt0022735;184
tt0022737;184
tt0022748;184
tt0022751;184
tt0022753;184
tt0022755;184
tt0022775;184
tt0022778;184
tt0022784;184
tt0022787;60
tt0022788;184
tt0022789;184
tt0022792;184
tt0022796;184
tt0022799;184
tt0022802;184
tt0022814;184
tt0022824;184
tt0022827;184
tt0022834;184
tt0022835;184
tt0022854;184
tt0022864;184
tt0022867;11
tt0022867;45
tt0022869;64
tt0022873;184
tt0022876;184
tt0022877;60
tt0022879;184
tt0022882;184
tt0022888;184
tt0022890;184
tt0022897;184
tt0022905;184
tt0022913;184
tt0022918;184
tt0022924;60
tt0022934;184
tt0022938;184
tt0022941;184
tt0022958;184
tt0022961;184
tt0022970;162
tt0022971;184
tt0022979;184
tt0022981;184
tt0022987;184
tt0022990;184
tt0022991;184
tt0023002;60
tt0023002;64
tt0023007;184
tt0023013;184
tt0023027;184
tt0023028;184
tt0023034;184
tt0023038;184
tt0023042;184
tt0023049;184
tt0023055;184
tt0023066;184
tt0023071;162
tt0023074;184
tt0023088;184
tt0023092;184
tt0023101;184
tt0023104;64
tt0023108;184
tt0023109;184
tt0023110;184
tt0023117;184
tt0023119;184
tt0023121;184
tt0023125;184
tt0023132;184
tt0023139;184
tt0023145;180
tt0023151;184
tt0023153;184
tt0023157;184
tt0023158;184
tt0023162;184
tt0023169;184
tt0023175;184
tt0023180;184
tt0023181;184
tt0023187;184
tt0023190;60
tt0023190;77
tt0023194;184
tt0023196;184
tt0023198;184
tt0023202;184
tt0023208;184
tt0023209;184
tt0023213;184
tt0023221;184
tt0023225;184
tt0023228;184
tt0023230;184
tt0023236;184
tt0023238;184
tt0023240;184
tt0023241;184
tt0023243;184
tt0023245;184
tt0023247;184
tt0023249;184
tt0023261;88
tt0023262;184
tt0023266;184
tt0023268;184
tt0023271;184
tt0023277;184
tt0023278;184
tt0023284;60
tt0023285;180
tt0023293;184
tt0023302;184
tt0023303;184
tt0023305;184
tt0023316;184
tt0023322;184
tt0023326;184
tt0023327;184
tt0023333;184
tt0023334;184
tt0023335;184
tt0023342;184
tt0023345;60
tt0023349;184
tt0023352;184
tt0023358;184
tt0023362;184
tt0023369;184
tt0023374;184
tt0023382;184
tt0023384;184
tt0023385;184
tt0023394;184
tt0023395;180
tt0023396;184
tt0023406;184
tt0023407;184
tt0023410;180
tt0023424;184
tt0023427;184
tt0023447;184
tt0023450;88
tt0023455;180
tt0023456;184
tt0023460;184
tt0023464;184
tt0023469;180
tt0023470;184
tt0023472;184
tt0023478;184
tt0023479;184
tt0023480;184
tt0023486;184
tt0023488;184
tt0023491;184
tt0023495;184
tt0023498;184
tt0023507;184
tt0023520;184
tt0023523;184
tt0023524;184
tt0023525;184
tt0023527;184
tt0023528;184
tt0023529;184
tt0023537;184
tt0023545;184
tt0023549;184
tt0023551;184
tt0023556;184
tt0023560;184
tt0023563;60
tt0023563;64
tt0023567;184
tt0023580;180
tt0023581;184
tt0023582;184
tt0023583;184
tt0023584;184
tt0023589;184
tt0023590;184
tt0023594;184
tt0023601;184
tt0023604;184
tt0023622;184
tt0023625;184
tt0023629;184
tt0023631;184
tt0023634;88
tt0023635;184
tt0023642;184
tt0023645;86
tt0023646;184
tt0023649;60
tt0023649;64
tt0023652;184
tt0023655;184
tt0023657;64
tt0023659;184
tt0023673;184
tt0023677;184
tt0023681;184
tt0023684;184
tt0023685;184
tt0023686;184
tt0023694;184
tt0023701;184
tt0023706;184
tt0023716;184
tt0023719;184
tt0023720;184
tt0023729;86
tt0023731;184
tt0023737;184
tt0023740;184
tt0023742;184
tt0023744;184
tt0023749;184
tt0023753;184
tt0023758;184
tt0023759;184
tt0023761;184
tt0023769;184
tt0023775;184
tt0023778;184
tt0023785;184
tt0023786;184
tt0023790;184
tt0023793;184
tt0023794;184
tt0023808;184
tt0023814;184
tt0023816;184
tt0023817;184
tt0023818;184
tt0023825;184
tt0023838;184
tt0023842;184
tt0023846;184
tt0023847;184
tt0023848;184
tt0023856;184
tt0023860;184
tt0023871;143
tt0023872;184
tt0023876;184
tt0023878;184
tt0023880;184
tt0023881;184
tt0023887;184
tt0023891;184
tt0023893;184
tt0023896;184
tt0023899;184
tt0023900;184
tt0023902;114
tt0023909;184
tt0023911;184
tt0023926;184
tt0023932;184
tt0023935;184
tt0023937;88
tt0023938;184
tt0023939;162
tt0023940;184
tt0023943;184
tt0023945;184
tt0023949;184
tt0023955;184
tt0023956;60
tt0023956;180
tt0023957;184
tt0023960;184
tt0023969;184
tt0023973;184
tt0023982;184
tt0023984;184
tt0023985;184
tt0023986;184
tt0023990;184
tt0023992;184
tt0023993;184
tt0023996;60
tt0023996;64
tt0023996;180
tt0024005;184
tt0024008;184
tt0024025;184
tt0024028;184
tt0024034;184
tt0024037;180
tt0024040;184
tt0024044;184
tt0024048;184
tt0024049;24
tt0024054;180
tt0024055;180
tt0024062;184
tt0024067;184
tt0024073;180
tt0024075;184
tt0024078;184
tt0024083;184
tt0024087;64
tt0024090;184
tt0024092;184
tt0024097;184
tt0024100;184
tt0024104;184
tt0024120;88
tt0024122;184
tt0024124;184
tt0024127;64
tt0024130;184
tt0024139;184
tt0024144;184
tt0024151;184
tt0024157;180
tt0024160;184
tt0024161;180
tt0024166;184
tt0024170;184
tt0024176;10
tt0024183;184
tt0024184;184
tt0024188;184
tt0024193;184
tt0024199;184
tt0024210;184
tt0024211;184
tt0024214;88
tt0024216;184
tt0024219;184
tt0024221;184
tt0024222;184
tt0024236;64
tt0024238;184
tt0024239;184
tt0024240;184
tt0024252;64
tt0024257;184
tt0024258;184
tt0024262;184
tt0024264;184
tt0024266;114
tt0024269;184
tt0024276;184
tt0024288;184
tt0024293;184
tt0024301;184
tt0024302;184
tt0024307;184
tt0024308;184
tt0024310;60
tt0024314;184
tt0024320;184
tt0024323;184
tt0024325;184
tt0024334;184
tt0024339;184
tt0024353;184
tt0024359;184
tt0024360;184
tt0024368;184
tt0024373;184
tt0024381;184
tt0024382;184
tt0024388;184
tt0024396;184
tt0024402;162
tt0024405;184
tt0024411;184
tt0024414;184
tt0024418;184
tt0024421;184
tt0024426;184
tt0024429;184
tt0024433;184
tt0024435;184
tt0024436;180
tt0024443;184
tt0024444;184
tt0024448;184
tt0024450;184
tt0024453;184
tt0024455;184
tt0024465;184
tt0024470;114
tt0024471;184
tt0024473;180
tt0024475;184
tt0024476;184
tt0024480;60
tt0024484;184
tt0024496;184
tt0024500;184
tt0024501;184
tt0024506;184
tt0024507;184
tt0024514;64
tt0024514;184
tt0024516;184
tt0024524;184
tt0024537;184
tt0024538;184
tt0024539;184
tt0024548;184
tt0024549;184
tt0024553;184
tt0024554;184
tt0024559;184
tt0024560;184
tt0024561;184
tt0024570;184
tt0024590;184
tt0024592;184
tt0024593;184
tt0024594;184
tt0024598;184
tt0024600;11
tt0024600;64
tt0024601;184
tt0024605;184
tt0024609;184
tt0024610;184
tt0024616;184
tt0024617;184
tt0024620;184
tt0024625;184
tt0024628;184
tt0024631;184
tt0024633;184
tt0024641;88
tt0024645;184
tt0024647;184
tt0024656;184
tt0024663;184
tt0024664;184
tt0024668;114
tt0024668;184
