movie_id;language_id
tt0018678;64
tt0018684;64
tt0018722;168
tt0018737;168
tt0018737;78
tt0018742;168
tt0018742;64
tt0018749;168
tt0018749;64
tt0018756;168
tt0018756;64
tt0018770;168
tt0018773;168
tt0018773;64
tt0018795;64
tt0018826;168
tt0018826;72
tt0018836;168
tt0018839;168
tt0018839;64
tt0018841;168
tt0018841;198
tt0018862;168
tt0018862;215
tt0018876;168
tt0018876;64
tt0018879;168
tt0018882;168
tt0018907;64
tt0018908;64
tt0018909;64
tt0018910;168
tt0018927;168
tt0018927;64
tt0018935;168
tt0018935;78
tt0018937;168
tt0018972;168
tt0018990;78
tt0018996;64
tt0019043;168
tt0019043;106
tt0019067;64
tt0019071;168
tt0019071;64
tt0019074;168
tt0019096;64
tt0019098;0
tt0019109;64
tt0019127;168
tt0019130;64
tt0019151;168
tt0019151;64
tt0019152;168
tt0019152;64
tt0019182;0
tt0019186;168
tt0019186;64
tt0019195;168
tt0019195;64
tt0019237;64
tt0019254;168
tt0019254;72
tt0019258;168
tt0019258;64
tt0019286;168
tt0019286;198
tt0019290;168
tt0019290;64
tt0019304;168
tt0019304;64
tt0019312;0
tt0019325;168
tt0019335;168
tt0019335;64
tt0019344;168
tt0019374;168
tt0019379;0
tt0019388;64
tt0019400;168
tt0019400;64
tt0019412;168
tt0019412;64
tt0019415;168
tt0019415;78
tt0019421;168
tt0019421;64
tt0019429;168
tt0019434;64
tt0019451;64
tt0019462;168
tt0019462;64
tt0019480;168
tt0019480;72
tt0019489;64
tt0019509;168
tt0019509;64
tt0019532;168
tt0019532;64
tt0019553;168
tt0019557;64
tt0019558;64
tt0019563;64
tt0019571;168
tt0019571;64
tt0019574;64
tt0019585;168
tt0019585;64
tt0019591;64
tt0019609;168
tt0019609;78
tt0019611;168
tt0019611;198
tt0019629;168
tt0019629;226
tt0019630;64
tt0019644;64
tt0019646;168
tt0019646;72
tt0019649;168
tt0019649;198
tt0019655;168
tt0019655;78
tt0019658;64
tt0019684;64
tt0019690;64
tt0019699;64
tt0019702;64
tt0019725;64
tt0019726;64
tt0019729;64
tt0019735;64
tt0019745;64
tt0019746;168
tt0019746;72
tt0019777;64
tt0019785;64
tt0019788;64
tt0019796;168
tt0019798;64
tt0019800;64
tt0019811;168
tt0019811;64
tt0019815;64
tt0019815;72
tt0019823;64
tt0019824;168
tt0019824;64
tt0019839;0
tt0019843;64
tt0019850;168
tt0019850;54
tt0019852;64
tt0019856;64
tt0019884;64
tt0019886;64
tt0019889;64
tt0019901;168
tt0019901;78
tt0019909;168
tt0019909;78
tt0019929;64
tt0019933;64
tt0019935;168
tt0019935;64
tt0019936;64
tt0019939;168
tt0019939;198
tt0019945;64
tt0019946;64
tt0019946;78
tt0019949;78
tt0019949;64
tt0019957;64
tt0019959;64
tt0019976;64
tt0019976;226
tt0019979;64
tt0019983;64
tt0019992;64
tt0019993;64
tt0020004;64
tt0020011;78
tt0020014;64
tt0020018;64
tt0020018;226
tt0020018;105
tt0020025;64
tt0020030;64
tt0020034;64
tt0020062;64
tt0020075;168
tt0020078;64
tt0020080;64
tt0020081;64
tt0020092;64
tt0020099;64
tt0020103;64
tt0020112;64
tt0020112;72
tt0020114;64
tt0020122;64
tt0020126;64
tt0020142;64
tt0020143;64
tt0020143;72
tt0020144;168
tt0020144;64
tt0020163;168
tt0020166;64
tt0020166;226
tt0020182;168
tt0020182;72
tt0020193;168
tt0020193;78
tt0020197;64
tt0020198;64
tt0020210;64
tt0020217;64
tt0020223;64
tt0020228;168
tt0020228;72
tt0020230;168
tt0020230;198
tt0020232;168
tt0020232;198
tt0020238;64
tt0020238;72
tt0020247;64
tt0020253;168
tt0020253;64
tt0020253;184
tt0020269;64
tt0020286;168
tt0020286;64
tt0020293;168
tt0020298;0
tt0020305;64
tt0020320;168
tt0020320;64
tt0020332;64
tt0020335;64
tt0020336;64
tt0020344;168
tt0020344;105
tt0020358;64
tt0020358;72
tt0020359;64
tt0020364;64
tt0020388;64
tt0020392;64
tt0020402;64
tt0020403;64
tt0020405;64
tt0020410;64
tt0020425;64
tt0020431;168
tt0020439;0
tt0020442;168
tt0020442;64
tt0020446;64
tt0020451;168
tt0020458;64
tt0020461;64
tt0020466;64
tt0020475;168
tt0020475;78
tt0020479;64
tt0020480;64
tt0020488;64
tt0020490;72
tt0020490;64
tt0020492;64
tt0020499;64
tt0020502;64
tt0020510;168
tt0020514;64
tt0020516;64
tt0020530;168
tt0020530;72
tt0020534;64
tt0020538;64
tt0020542;64
tt0020543;64
tt0020547;168
tt0020547;72
tt0020556;64
tt0020563;168
tt0020570;168
tt0020570;78
tt0020572;64
tt0020572;41
tt0020572;78
tt0020581;64
tt0020585;64
tt0020589;64
tt0020590;64
tt0020608;168
tt0020608;78
tt0020613;168
tt0020613;64
tt0020620;64
tt0020629;64
tt0020629;72
tt0020629;78
tt0020629;131
tt0020640;64
tt0020641;64
tt0020642;78
tt0020656;168
tt0020656;72
tt0020661;64
tt0020668;64
tt0020670;64
tt0020673;64
tt0020679;64
tt0020686;64
tt0020686;198
tt0020690;64
tt0020690;72
tt0020691;64
tt0020693;64
tt0020695;64
tt0020697;78
tt0020697;64
tt0020697;72
tt0020701;168
tt0020702;64
tt0020702;105
tt0020702;72
tt0020713;64
tt0020724;64
tt0020740;64
tt0020740;226
tt0020754;64
tt0020758;64
tt0020763;64
tt0020768;64
tt0020785;64
tt0020793;0
tt0020799;64
tt0020806;64
tt0020814;198
tt0020814;78
tt0020814;72
tt0020814;266
tt0020815;64
tt0020815;78
tt0020815;72
tt0020821;64
tt0020823;64
tt0020827;64
tt0020827;72
tt0020828;64
tt0020836;64
tt0020838;64
tt0020838;78
tt0020838;72
tt0020842;78
tt0020852;64
tt0020866;64
tt0020869;64
tt0020873;64
tt0020875;64
tt0020876;64
tt0020890;64
tt0020891;64
tt0020894;64
tt0020896;64
tt0020900;64
tt0020902;64
tt0020902;78
tt0020919;64
tt0020924;64
tt0020926;64
tt0020929;64
tt0020938;64
tt0020945;64
tt0020945;72
tt0020949;64
tt0020959;64
tt0020960;64
tt0020960;78
tt0020960;72
tt0020966;64
tt0020966;226
tt0020980;168
tt0020985;64
tt0020987;64
tt0021001;64
tt0021001;78
tt0021013;64
tt0021016;64
tt0021025;64
tt0021025;226
tt0021025;78
tt0021025;198
tt0021025;72
tt0021025;105
tt0021040;64
tt0021042;64
tt0021044;64
tt0021044;105
tt0021048;64
tt0021048;226
tt0021053;64
tt0021060;64
tt0021061;64
tt0021069;64
tt0021070;64
tt0021074;64
tt0021079;64
tt0021087;64
tt0021090;64
tt0021092;64
tt0021094;64
tt0021100;64
tt0021100;266
tt0021102;64
tt0021106;72
tt0021106;64
tt0021110;64
tt0021121;64
tt0021128;78
tt0021132;64
tt0021133;64
tt0021134;64
tt0021140;64
tt0021148;64
tt0021149;64
tt0021152;64
tt0021153;64
tt0021153;72
tt0021156;64
tt0021156;72
tt0021156;226
tt0021156;12
tt0021156;105
tt0021165;64
tt0021178;64
tt0021189;64
tt0021191;64
tt0021197;64
tt0021216;64
tt0021217;64
tt0021223;64
tt0021224;64
tt0021225;64
tt0021228;64
tt0021232;64
tt0021232;226
tt0021232;72
tt0021239;64
tt0021240;64
tt0021247;72
tt0021263;64
tt0021268;198
tt0021273;72
tt0021276;64
tt0021280;64
tt0021281;64
tt0021282;64
tt0021283;168
tt0021283;106
tt0021287;64
tt0021287;72
tt0021292;64
tt0021294;64
tt0021295;64
tt0021297;64
tt0021303;64
tt0021304;64
tt0021304;72
tt0021307;64
tt0021309;72
tt0021310;64
tt0021322;64
tt0021324;64
tt0021331;258
tt0021331;72
tt0021335;64
tt0021345;64
tt0021365;64
tt0021371;64
tt0021374;64
tt0021376;64
tt0021377;64
tt0021381;64
tt0021382;64
tt0021382;78
tt0021382;105
tt0021394;64
tt0021400;64
tt0021400;143
tt0021400;72
tt0021401;64
tt0021406;168
tt0021408;64
tt0021409;72
tt0021409;195
tt0021413;64
tt0021420;64
tt0021435;64
tt0021439;64
tt0021463;64
tt0021463;226
tt0021464;64
tt0021472;64
tt0021472;72
tt0021483;64
tt0021484;54
tt0021486;64
tt0021492;64
tt0021493;64
tt0021505;64
tt0021508;64
tt0021511;64
tt0021525;64
tt0021531;64
tt0021531;72
tt0021533;64
tt0021534;64
tt0021542;78
tt0021542;72
tt0021549;64
tt0021550;64
tt0021551;64
tt0021568;64
tt0021571;168
tt0021571;198
tt0021577;72
tt0021580;64
tt0021594;94
tt0021594;256
tt0021595;64
tt0021595;72
tt0021599;64
tt0021606;64
tt0021607;64
tt0021615;64
tt0021622;64
tt0021622;105
tt0021622;230
tt0021632;64
tt0021632;105
tt0021633;64
tt0021633;72
tt0021635;64
tt0021636;64
tt0021647;64
tt0021649;64
tt0021653;78
tt0021654;78
tt0021657;64
tt0021659;64
tt0021668;64
tt0021673;64
tt0021681;78
tt0021684;64
tt0021695;64
tt0021697;64
tt0021707;226
tt0021725;64
tt0021730;64
tt0021732;64
tt0021732;72
tt0021732;78
tt0021733;64
tt0021735;64
tt0021739;72
tt0021743;64
tt0021746;64
tt0021746;72
tt0021749;168
tt0021749;64
tt0021750;64
tt0021754;72
tt0021754;64
tt0021756;64
tt0021756;72
tt0021759;64
tt0021761;64
tt0021764;64
tt0021768;64
tt0021770;64
tt0021772;64
tt0021772;226
tt0021775;64
tt0021778;64
tt0021780;64
tt0021785;64
tt0021786;64
tt0021793;64
tt0021798;64
tt0021799;64
tt0021807;64
tt0021814;64
tt0021814;98
tt0021814;131
tt0021815;226
tt0021815;98
tt0021818;78
tt0021820;64
tt0021825;64
tt0021826;64
tt0021828;64
tt0021829;64
tt0021829;266
tt0021836;78
tt0021840;64
tt0021845;64
tt0021847;64
tt0021859;64
tt0021859;72
tt0021859;78
tt0021861;64
tt0021864;72
tt0021865;64
tt0021873;64
tt0021874;64
tt0021879;64
tt0021884;64
tt0021884;131
tt0021885;64
tt0021889;64
tt0021890;64
tt0021895;64
tt0021900;64
tt0021906;64
tt0021910;64
tt0021917;64
tt0021919;64
tt0021927;64
tt0021927;105
tt0021927;78
tt0021928;64
tt0021931;64
tt0021932;64
tt0021932;105
tt0021933;64
tt0021952;64
tt0021963;226
tt0021963;64
tt0021966;64
tt0021969;64
tt0021973;64
tt0021973;72
tt0021978;64
tt0021985;98
tt0021986;64
tt0021986;72
tt0021986;226
tt0021988;64
tt0021992;64
tt0022000;64
tt0022001;64
tt0022002;64
tt0022017;72
tt0022017;78
tt0022021;64
tt0022026;64
tt0022026;72
tt0022029;64
tt0022034;78
tt0022042;64
tt0022043;64
tt0022046;64
tt0022048;168
