movie_id;director_id
tt0065251;nm0844538
tt0065261;nm0927090
tt0065263;nm0275496
tt0065263;nm0293570
tt0065265;nm0006620
tt0065331;nm0903474
tt0065360;nm0625680
tt0065361;nm0004654
tt0065361;nm0524645
tt0065366;nm0621667
tt0065370;nm0021975
tt0065371;nm0770474
tt0065372;nm0494885
tt0065374;nm0318150
tt0065375;nm0804592
tt0065376;nm0576529
tt0065377;nm0368871
tt0065377;nm0780833
tt0065380;nm0005196
tt0065384;nm0534365
tt0065385;nm0150057
tt0065390;nm0822555
tt0065391;nm0001202
tt0065393;nm0086116
tt0065396;nm0000766
tt0065398;nm0297523
tt0065400;nm0434443
tt0065401;nm0534613
tt0065405;nm0174068
tt0065407;nm0431454
tt0065408;nm0758066
tt0065416;nm0759662
tt0065417;nm0006249
tt0065420;nm0275034
tt0065421;nm0718627
tt0065422;nm0553941
tt0065424;nm0000436
tt0065425;nm0210322
tt0065432;nm0013706
tt0065436;nm0001348
tt0065439;nm0002020
tt0065441;nm0108745
tt0065446;nm0001603
tt0065450;nm0151653
tt0065451;nm0235066
tt0065452;nm0295145
tt0065454;nm0102722
tt0065456;nm0739388
tt0065457;nm0022331
tt0065457;nm0622643
tt0065459;nm0181902
tt0065460;nm0182244
tt0065462;nm0692872
tt0065465;nm0902823
tt0065466;nm0000540
tt0065469;nm0908103
tt0065470;nm0805500
tt0065474;nm0581216
tt0065478;nm0642057
tt0065480;nm0288958
tt0065481;nm0000339
tt0065482;nm0865709
tt0065483;nm0288958
tt0065484;nm0412465
tt0065486;nm0220227
tt0065488;nm0001243
tt0065489;nm0598102
tt0065491;nm0035830
tt0065491;nm0396998
tt0065492;nm0000265
tt0065495;nm0516344
tt0065499;nm0002189
tt0065501;nm0118041
tt0065501;nm0223317
tt0065503;nm0793983
tt0065506;nm0379150
tt0065509;nm0002189
tt0065511;nm0730265
tt0065512;nm0733790
tt0065515;nm0445026
tt0065516;nm0079748
tt0065517;nm0265139
tt0065518;nm0146960
tt0065520;nm0920862
tt0065521;nm0003606
tt0065522;nm0384342
tt0065524;nm0858873
tt0065525;nm0858873
tt0065528;nm0001566
tt0065531;nm0578483
tt0065533;nm0438973
tt0065542;nm0000037
tt0065547;nm0572132
tt0065549;nm0710924
tt0065550;nm0005645
tt0065553;nm0000878
tt0065554;nm0001945
tt0065555;nm0813177
tt0065560;nm0494903
tt0065560;nm0532030
tt0065565;nm0683012
tt0065566;nm0125111
tt0065568;nm0526971
tt0065569;nm0001238
tt0065570;nm0347086
tt0065571;nm0000934
tt0065573;nm0952737
tt0065575;nm0908103
tt0065577;nm0001120
tt0065577;nm0598102
tt0065577;nm0814773
tt0065579;nm0001115
tt0065580;nm0765856
tt0065581;nm0496746
tt0065582;nm0085457
tt0065584;nm0092372
tt0065588;nm0856804
tt0065588;nm0945412
tt0065589;nm0002192
tt0065591;nm0000343
tt0065593;nm0400731
tt0065595;nm0728651
tt0065596;nm0823630
tt0065597;nm0381638
tt0065600;nm0513792
tt0065602;nm0858379
tt0065603;nm0502479
tt0065604;nm0104206
tt0065610;nm0167195
tt0065611;nm0001175
tt0065614;nm0288975
tt0065616;nm0381365
tt0065620;nm0459426
tt0065622;nm0001596
tt0065624;nm0763217
tt0065632;nm0288476
tt0065636;nm0675068
tt0065640;nm0900238
tt0065641;nm0000361
tt0065641;nm0748022
tt0065641;nm0770351
tt0065641;nm14353827
tt0065642;nm0447944
tt0065643;nm0118438
tt0065646;nm0820155
tt0065648;nm0859387
tt0065649;nm0000041
tt0065650;nm0590791
tt0065651;nm0000076
tt0065652;nm0844538
tt0065656;nm0198014
tt0065660;nm0001238
tt0065662;nm0778633
tt0065666;nm0846290
tt0065669;nm0356396
tt0065670;nm0301145
tt0065671;nm0464846
tt0065672;nm0344761
tt0065677;nm0258712
tt0065685;nm0791943
tt0065686;nm0002192
tt0065692;nm0042719
tt0065693;nm0074966
tt0065700;nm0382779
tt0065703;nm0001703
tt0065709;nm0164083
tt0065711;nm0910737
tt0065715;nm0290802
tt0065716;nm0017274
tt0065716;nm0092543
tt0065716;nm0284639
tt0065718;nm0477702
tt0065720;nm0521334
tt0065723;nm0011467
tt0065724;nm0706182
tt0065726;nm0715346
tt0065727;nm0342489
tt0065731;nm0340981
tt0065737;nm0764781
tt0065738;nm0279807
tt0065744;nm0210811
tt0065750;nm0951373
tt0065755;nm0849060
tt0065755;nm0950633
tt0065756;nm0500261
tt0065757;nm0935382
tt0065759;nm0739308
tt0065760;nm0000339
tt0065761;nm0000783
tt0065762;nm0005711
tt0065769;nm0320833
tt0065772;nm0006445
tt0065775;nm0750701
tt0065776;nm0393094
tt0065777;nm0001120
tt0065782;nm0001120
tt0065788;nm0790519
tt0065790;nm0316830
tt0065795;nm0661577
tt0065797;nm0728688
tt0065798;nm0324162
tt0065802;nm0000814
tt0065804;nm0439622
tt0065807;nm0126526
tt0065808;nm0001202
tt0065809;nm0793881
tt0065810;nm0091575
tt0065815;nm0867747
tt0065817;nm0368688
tt0065820;nm0340981
tt0065825;nm0920862
tt0065826;nm0011467
tt0065828;nm0623768
tt0065828;nm0624535
tt0065832;nm0782381
tt0065834;nm0948950
tt0065835;nm0823906
tt0065836;nm0000361
tt0065838;nm0184170
tt0065839;nm0707597
tt0065848;nm0466047
tt0065850;nm0148599
tt0065850;nm0439597
tt0065851;nm0762727
tt0065852;nm0011467
tt0065854;nm0240439
tt0065856;nm0193303
tt0065865;nm0715862
tt0065867;nm0001023
tt0065871;nm0835799
tt0065872;nm0146062
tt0065874;nm0001239
tt0065877;nm0062372
tt0065877;nm0226244
tt0065877;nm0384335
tt0065884;nm0070807
tt0065887;nm0366708
tt0065889;nm0677880
tt0065890;nm0275717
tt0065895;nm0598855
tt0065905;nm0580829
tt0065908;nm0158582
tt0065913;nm0767022
tt0065915;nm0701773
tt0065916;nm0000814
tt0065917;nm0312078
tt0065918;nm0211134
tt0065922;nm0121169
tt0065932;nm0411030
tt0065936;nm0759662
tt0065938;nm0404606
tt0065943;nm0446834
tt0065948;nm0906667
tt0065950;nm0001379
tt0065954;nm0926967
tt0065955;nm0027815
tt0065957;nm0514822
tt0065958;nm0387354
tt0065962;nm0432846
tt0065963;nm0000797
tt0065966;nm0336139
tt0065967;nm0281865
tt0065968;nm0816807
tt0065969;nm0165412
tt0065970;nm0002089
tt0065974;nm0000958
tt0065975;nm0694958
tt0065979;nm0943758
tt0065981;nm0582750
tt0065987;nm0660453
tt0065988;nm0671957
tt0065989;nm0002089
tt0065991;nm0002189
tt0065992;nm0739308
tt0065994;nm0538105
tt0065997;nm0063382
tt0065999;nm0911093
tt0066001;nm0682757
tt0066002;nm0621469
tt0066006;nm0000419
tt0066006;nm0330948
tt0066011;nm0002137
tt0066015;nm0760072
tt0066016;nm0397220
tt0066017;nm0449984
tt0066020;nm2083564
tt0066026;nm0000265
tt0066030;nm0346297
tt0066031;nm0408348
tt0066033;nm0468609
tt0066034;nm0394409
tt0066035;nm0311179
tt0066036;nm0394873
tt0066041;nm0232540
tt0066045;nm0107664
tt0066046;nm0148269
tt0066049;nm0799033
tt0066050;nm0313113
tt0066050;nm0607558
tt0066052;nm0471420
tt0066058;nm1504321
tt0066063;nm0383776
tt0066064;nm0425593
tt0066065;nm0001596
tt0066070;nm0004292
tt0066075;nm0006615
tt0066078;nm0630197
tt0066080;nm0177356
tt0066090;nm0728688
tt0066093;nm0005710
tt0066096;nm0703689
tt0066098;nm0856319
tt0066099;nm0430872
tt0066101;nm0147158
tt0066102;nm0742341
tt0066104;nm0001238
tt0066105;nm0884547
tt0066108;nm0133424
tt0066109;nm0001692
tt0066110;nm0030762
tt0066113;nm0627950
tt0066115;nm0765398
tt0066116;nm0296064
tt0066120;nm0532385
tt0066121;nm0954724
tt0066122;nm0804592
tt0066124;nm0659368
tt0066126;nm0823630
tt0066130;nm0724798
tt0066131;nm0660522
tt0066132;nm0546672
tt0066141;nm0070670
tt0066144;nm0652261
tt0066152;nm0284503
tt0066154;nm0664273
tt0066156;nm0774214
tt0066158;nm0273726
tt0066160;nm0459567
tt0066162;nm0355074
tt0066164;nm0001031
tt0066164;nm0143007
tt0066167;nm0002189
tt0066170;nm0091807
tt0066171;nm0894201
tt0066181;nm0591486
tt0066183;nm0001471
tt0066184;nm0828419
tt0066185;nm0159726
tt0066192;nm0729626
tt0066195;nm0006889
tt0066198;nm0092243
tt0066206;nm0769874
tt0066207;nm0218840
tt0066209;nm0338719
tt0066210;nm0275717
tt0066212;nm0355991
tt0066214;nm0001676
tt0066214;nm0131910
tt0066216;nm0319335
tt0066221;nm0441914
tt0066221;nm0571781
tt0066222;nm0356396
tt0066227;nm0375224
tt0066229;nm0001945
tt0066233;nm0576529
tt0066234;nm0002049
tt0066237;nm0006249
tt0066240;nm0889966
tt0066241;nm0007147
tt0066243;nm0195140
tt0066245;nm0294692
tt0066249;nm0000697
tt0066251;nm0202088
tt0066256;nm0607612
tt0066258;nm0716109
tt0066260;nm0024120
tt0066262;nm0770234
tt0066265;nm0375224
tt0066266;nm0404014
tt0066267;nm0173352
tt0066268;nm0275269
tt0066273;nm0006452
tt0066274;nm0806915
tt0066279;nm0420383
tt0066286;nm0169592
tt0066289;nm0686137
tt0066291;nm0050853
tt0066295;nm0320946
tt0066295;nm0459567
tt0066296;nm0931435
tt0066301;nm0001328
tt0066302;nm0082543
tt0066315;nm0000878
tt0066318;nm0001031
tt0066319;nm0000180
tt0066320;nm0356331
tt0066323;nm0476591
tt0066328;nm0070824
tt0066328;nm0537069
tt0066333;nm0561089
tt0066341;nm0388648
tt0066344;nm0623768
tt0066349;nm0049577
tt0066351;nm0578204
tt0066360;nm0681117
tt0066362;nm0906709
tt0066364;nm0611652
tt0066365;nm0002087
tt0066365;nm0692414
tt0066372;nm0768050
tt0066374;nm0457246
tt0066379;nm0463988
tt0066380;nm0001238
tt0066384;nm0235066
tt0066384;nm0934013
tt0066385;nm0092202
tt0066390;nm0625680
tt0066392;nm0697660
tt0066393;nm0831720
tt0066396;nm0179278
tt0066401;nm0358759
tt0066402;nm0005570
tt0066407;nm0861740
tt0066412;nm0553941
tt0066413;nm0000934
tt0066415;nm0353785
tt0066417;nm0197514
tt0066418;nm0580571
tt0066420;nm0396421
tt0066421;nm0000694
tt0066422;nm0002195
tt0066423;nm0466047
tt0066429;nm0843640
tt0066430;nm0445454
tt0066434;nm0000184
tt0066436;nm0588664
tt0066442;nm0951215
tt0066445;nm0695937
tt0066448;nm0000581
tt0066449;nm0099592
tt0066450;nm0235066
tt0066451;nm0049653
tt0066454;nm0000059
tt0066454;nm0796358
tt0066463;nm0790395
tt0066466;nm0651915
tt0066468;nm0855446
tt0066469;nm0346436
tt0066470;nm0649563
tt0066471;nm0000736
tt0066473;nm0000041
tt0066473;nm0281507
tt0066473;nm0297935
tt0066473;nm0557927
tt0066475;nm0288958
tt0066476;nm3351163
tt0066479;nm0524191
tt0066482;nm0607407
tt0066485;nm0806915
tt0066491;nm0000320
tt0066492;nm0005711
tt0066494;nm0834334
tt0066495;nm0000316
tt0066498;nm0434189
tt0066499;nm0691908
tt0066500;nm0351566
tt0066502;nm0092372
tt0066507;nm0293801
tt0066511;nm0742940
tt0066512;nm0282291
tt0066514;nm0002411
tt0066515;nm0434189
tt0066516;nm0423180
tt0066518;nm0001928
tt0066519;nm0535106
tt0066528;nm0587085
tt0066530;nm0037130
tt0066531;nm0305557
tt0066532;nm0000419
tt0066532;nm0330948
tt0066533;nm0125909
tt0066534;nm0000320
tt0066536;nm0500988
tt0066537;nm0472695
tt0066540;nm0742341
tt0066542;nm0337885
tt0066543;nm0863254
tt0066546;nm0001202
tt0066546;nm0271831
tt0066548;nm0414672
tt0066549;nm0094083
tt0066550;nm0887708
tt0066553;nm3351163
tt0066554;nm0117432
tt0066556;nm0331964
tt0066561;nm0346436
tt0066563;nm0005348
tt0066564;nm0001471
tt0066565;nm0609594
tt0066574;nm0718243
tt0066578;nm0504496
tt0066579;nm0001692
tt0066585;nm0297523
tt0066592;nm0580565
tt0066593;nm0172772
tt0066594;nm0151653
tt0066600;nm0945455
tt0066601;nm0000774
tt0066602;nm0946638
tt0066603;nm0645477
tt0066605;nm0171619
tt0066607;nm0945282
tt0066612;nm0179281
tt0066623;nm0554632
tt0066639;nm0651915
tt0066728;nm0568546
tt0066731;nm0042500
tt0066732;nm0658482
tt0066732;nm0953261
tt0066735;nm0000783
tt0066739;nm0519882
tt0066740;nm0297523
tt0066742;nm0351566
tt0066743;nm0307391
tt0066743;nm0365835
tt0066745;nm0040789
tt0066746;nm0838757
tt0066750;nm0536666
tt0066754;nm0006620
tt0066757;nm0255547
tt0066758;nm0759662
tt0066763;nm0611531
tt0066764;nm0061608
tt0066765;nm0534084
tt0066766;nm0802693
tt0066767;nm0001486
tt0066769;nm0936404
tt0066771;nm0899187
tt0066773;nm0000694
tt0066774;nm0560489
tt0066775;nm0232807
tt0066779;nm0313745
tt0066781;nm0793133
tt0066783;nm0889445
tt0066789;nm0138893
tt0066790;nm0516344
tt0066798;nm0500988
tt0066801;nm0059633
tt0066802;nm0944757
tt0066806;nm0297935
tt0066807;nm0050853
tt0066808;nm0000095
tt0066811;nm0125111
tt0066814;nm0442207
tt0066815;nm0445916
tt0066816;nm0739388
tt0066817;nm0453832
tt0066817;nm0829038
tt0066819;nm0796923
tt0066824;nm0952737
tt0066826;nm0000005
tt0066827;nm0223964
tt0066829;nm0490444
tt0066830;nm0384335
tt0066831;nm0000078
tt0066831;nm0792450
tt0066832;nm0490871
tt0066834;nm0384342
tt0066835;nm0188311
tt0066841;nm0097259
tt0066842;nm0005139
tt0066844;nm0049728
tt0066845;nm0598661
tt0066846;nm0245081
tt0066847;nm0036582
tt0066848;nm0318203
tt0066849;nm0353592
tt0066850;nm0894983
tt0066852;nm0226244
tt0066854;nm0267064
tt0066856;nm0664852
tt0066857;nm0257992
tt0066858;nm0001692
tt0066862;nm0044726
tt0066863;nm0568535
tt0066866;nm0420533
tt0066867;nm0006615
tt0066870;nm0652631
tt0066871;nm0786607
tt0066872;nm0676336
tt0066875;nm0589228
tt0066879;nm0651690
tt0066880;nm0784019
tt0066883;nm0021392
tt0066886;nm0801883
tt0066888;nm0403826
tt0066889;nm0631370
tt0066892;nm0001566
tt0066893;nm0457046
tt0066894;nm0858873
tt0066895;nm0858873
tt0066900;nm0910737
tt0066905;nm0296532
tt0066906;nm0335133
tt0066907;nm0935382
tt0066914;nm0001238
tt0066914;nm0210811
tt0066914;nm0704565
tt0066915;nm0296532
tt0066919;nm0677880
tt0066920;nm0805320
tt0066920;nm0827870
tt0066921;nm0000040
tt0066923;nm0005632
tt0066924;nm0553941
tt0066927;nm0005131
tt0066928;nm0133426
tt0066936;nm0673051
tt0066939;nm0739298
tt0066940;nm0198765
tt0066941;nm0948950
tt0066943;nm0326568
tt0066945;nm0346297
tt0066947;nm0762805
tt0066950;nm0317233
tt0066952;nm0446059
tt0066955;nm0149548
tt0066958;nm0393650
tt0066960;nm0000814
tt0066961;nm0099592
tt0066961;nm0899167
tt0066963;nm0169662
tt0066968;nm0453953
tt0066969;nm0871750
tt0066970;nm0950109
tt0066980;nm0148970
tt0066981;nm0307819
tt0066982;nm0843089
tt0066984;nm0298115
tt0066984;nm0447944
tt0066986;nm0319663
tt0066988;nm0523439
tt0066989;nm0000076
tt0066990;nm0488574
tt0066993;nm0001692
tt0066995;nm0357891
tt0066996;nm0908103
tt0066999;nm0000142
tt0066999;nm0796923
tt0067002;nm0407423
tt0067003;nm0675068
tt0067004;nm0769615
tt0067009;nm0911093
tt0067010;nm0631370
tt0067011;nm0275717
tt0067012;nm0065303
tt0067013;nm0125733
tt0067014;nm0220227
tt0067016;nm0459567
tt0067017;nm0011467
tt0067017;nm0792581
tt0067022;nm0491290
tt0067023;nm0000229
tt0067025;nm0151653
tt0067026;nm0151653
tt0067027;nm0626354
tt0067029;nm0616152
tt0067030;nm0684719
tt0067035;nm0074966
tt0067035;nm0459567
tt0067037;nm0151653
tt0067038;nm0177034
tt0067040;nm0730237
tt0067047;nm0375224
tt0067048;nm0783733
tt0067052;nm0319148
tt0067055;nm0569100
tt0067055;nm0613830
tt0067055;nm0940631
tt0067056;nm0179281
tt0067057;nm0275717
tt0067061;nm0001904
tt0067062;nm0388648
tt0067065;nm0852279
tt0067068;nm0198800
tt0067069;nm0159007
tt0067076;nm7411004
tt0067084;nm0856319
tt0067087;nm0173953
tt0067093;nm0422484
tt0067094;nm0366708
tt0067095;nm0517687
tt0067099;nm0596261
tt0067100;nm0379391
tt0067103;nm0448791
tt0067104;nm0625680
tt0067105;nm0823906
tt0067108;nm0653620
tt0067109;nm0572132
tt0067111;nm0292931
tt0067112;nm0366314
tt0067112;nm0777909
tt0067116;nm0001243
tt0067118;nm0318150
tt0067119;nm0172772
tt0067121;nm0126864
tt0067123;nm0950633
tt0067124;nm0326360
tt0067128;nm0388198
tt0067133;nm0769913
tt0067134;nm0063383
tt0067135;nm0307391
tt0067135;nm0656442
tt0067140;nm0001466
tt0067141;nm0564319
tt0067142;nm0002189
tt0067144;nm0521334
tt0067145;nm0197514
tt0067146;nm0502639
tt0067148;nm0052419
tt0067148;nm0393094
tt0067155;nm0937830
tt0067162;nm0000736
tt0067164;nm0611531
tt0067168;nm0425593
tt0067169;nm0288958
tt0067175;nm0818158
tt0067176;nm0765856
tt0067178;nm0003165
tt0067180;nm0733476
tt0067183;nm0007147
tt0067185;nm0000797
tt0067191;nm0002815
tt0067192;nm0060809
tt0067204;nm0001228
tt0067206;nm0147251
tt0067206;nm0780944
tt0067211;nm0001837
tt0067212;nm0895844
tt0067214;nm0334353
tt0067216;nm0001239
tt0067217;nm0002137
tt0067219;nm0706347
tt0067224;nm0575546
tt0067227;nm0001202
tt0067229;nm0244407
tt0067231;nm0323744
tt0067236;nm0292720
tt0067237;nm0491626
tt0067242;nm0728271
tt0067243;nm0370868
tt0067245;nm0487279
tt0067248;nm0370868
tt0067249;nm0462030
tt0067252;nm0784019
tt0067256;nm0198765
tt0067258;nm0731772
tt0067260;nm0535106
tt0067266;nm0085457
tt0067274;nm0320833
tt0067276;nm0927090
tt0067277;nm0874308
tt0067280;nm0840097
tt0067282;nm0001238
tt0067283;nm0682749
tt0067285;nm0664218
tt0067292;nm0389219
tt0067296;nm0945282
tt0067297;nm0166074
tt0067299;nm0755631
tt0067302;nm0542720
tt0067303;nm0856319
tt0067305;nm0211134
tt0067306;nm0111656
tt0067309;nm0001587
tt0067313;nm0449084
tt0067314;nm0000493
tt0067315;nm0435563
tt0067318;nm0728699
tt0067321;nm0003203
tt0067321;nm0527000
tt0067322;nm0387354
tt0067323;nm0491626
tt0067327;nm0000454
tt0067328;nm0000953
tt0067329;nm0001379
tt0067329;nm0281507
tt0067333;nm0935382
tt0067334;nm0441914
tt0067334;nm0836328
tt0067341;nm0359386
tt0067345;nm0082543
tt0067350;nm0000273
tt0067352;nm0255547
tt0067354;nm0739662
tt0067355;nm0005645
tt0067357;nm0285302
tt0067359;nm0355074
tt0067361;nm0002086
tt0067367;nm0762727
tt0067372;nm0000591
tt0067375;nm0338719
tt0067377;nm0063809
tt0067381;nm0823174
tt0067382;nm0167496
tt0067384;nm0480575
tt0067385;nm0007069
tt0067386;nm0478176
tt0067388;nm0764781
tt0067390;nm0908103
tt0067395;nm0317233
tt0067396;nm0487878
tt0067397;nm0710919
tt0067398;nm0877274
tt0067400;nm0331618
tt0067402;nm0418986
tt0067405;nm0387162
tt0067411;nm0000265
tt0067418;nm0404014
tt0067419;nm0920862
tt0067421;nm0347899
tt0067422;nm0275269
tt0067425;nm0035529
tt0067429;nm0223964
tt0067432;nm0715862
tt0067433;nm0001023
tt0067434;nm0884547
tt0067436;nm0705444
tt0067437;nm0728271
tt0067439;nm0433267
tt0067443;nm0414672
tt0067445;nm0899581
tt0067446;nm0258712
tt0067451;nm0554169
tt0067453;nm0001238
tt0067454;nm0000691
tt0067457;nm0381638
tt0067458;nm0946811
tt0067463;nm0137345
tt0067464;nm0903474
tt0067467;nm0417352
tt0067469;nm0730237
tt0067480;nm0535116
tt0067481;nm0069166
tt0067482;nm0561938
tt0067483;nm0769874
tt0067484;nm0158582
tt0067486;nm0717154
tt0067487;nm0591987
tt0067488;nm0534613
tt0067489;nm0080580
tt0067489;nm0445916
tt0067491;nm0193303
tt0067500;nm0652261
tt0067503;nm0945455
tt0067505;nm0711894
tt0067508;nm0765430
tt0067511;nm0144758
tt0067513;nm0128764
tt0067515;nm0261400
tt0067517;nm0737380
tt0067520;nm0286578
tt0067523;nm0645477
tt0067525;nm0755963
tt0067528;nm0095710
tt0067530;nm0942081
tt0067531;nm0572132
tt0067535;nm0575546
tt0067541;nm0467646
tt0067544;nm0417352
tt0067546;nm0025399
tt0067549;nm0770234
tt0067555;nm0841918
tt0067559;nm0777209
tt0067565;nm0542063
tt0067568;nm0859387
tt0067570;nm0590160
tt0067572;nm0381228
tt0067580;nm0081199
tt0067585;nm0831212
tt0067588;nm0000142
tt0067589;nm0002137
tt0067591;nm0835786
tt0067592;nm0109870
tt0067594;nm0630132
tt0067595;nm0937747
tt0067601;nm0404014
tt0067602;nm0502391
tt0067604;nm0003606
tt0067606;nm0899164
tt0067616;nm0434177
tt0067618;nm0000786
tt0067620;nm0686933
tt0067622;nm0403794
tt0067625;nm0314516
tt0067630;nm0789033
tt0067631;nm0106387
tt0067632;nm0320510
tt0067633;nm0914386
tt0067634;nm0612322
tt0067637;nm0143007
tt0067637;nm0160108
tt0067638;nm0179278
tt0067639;nm0275269
tt0067643;nm0275717
tt0067645;nm0859387
tt0067647;nm0001596
tt0067649;nm0067323
tt0067652;nm0222545
tt0067656;nm0000878
tt0067658;nm0000339
tt0067659;nm0326360
tt0067667;nm0217974
tt0067668;nm0004570
tt0067669;nm0943951
tt0067671;nm0446059
tt0067672;nm0040789
tt0067676;nm0611652
tt0067681;nm0491626
tt0067682;nm0001238
tt0067685;nm0515491
tt0067686;nm0689796
tt0067690;nm0478176
tt0067696;nm0502391
tt0067698;nm0598855
tt0067699;nm0415617
tt0067701;nm0849609
tt0067704;nm0768558
tt0067705;nm0058826
tt0067707;nm0217035
tt0067708;nm0217035
tt0067710;nm0092372
tt0067711;nm0707597
tt0067713;nm0001928
tt0067714;nm0296532
tt0067716;nm0000484
tt0067717;nm0388648
tt0067719;nm0536238
tt0067725;nm0767697
tt0067727;nm0281507
tt0067729;nm0006249
tt0067732;nm0407061
tt0067736;nm0000540
tt0067738;nm0166074
tt0067739;nm0226244
tt0067741;nm0662953
tt0067742;nm0304369
tt0067749;nm0221885
tt0067749;nm0933621
tt0067750;nm0368871
tt0067753;nm0293354
tt0067753;nm0396998
tt0067755;nm0793983
tt0067756;nm0874320
tt0067757;nm0450314
tt0067763;nm0091575
tt0067763;nm0235066
tt0067769;nm0283052
tt0067770;nm0950109
tt0067771;nm0625611
tt0067773;nm0004654
tt0067774;nm0000056
tt0067778;nm0001501
tt0067787;nm0661577
tt0067789;nm0752922
tt0067791;nm0024120
tt0067792;nm0843128
tt0067793;nm0042849
tt0067794;nm0226244
tt0067795;nm0123364
tt0067799;nm0527121
tt0067800;nm0001603
tt0067801;nm0695937
tt0067804;nm0627969
tt0067805;nm0772259
tt0067809;nm0447944
tt0067810;nm0887708
tt0067814;nm0538652
tt0067815;nm0404177
tt0067817;nm0006889
tt0067820;nm0001232
tt0067822;nm0001522
tt0067823;nm0383776
tt0067824;nm0156927
tt0067824;nm0516344
tt0067825;nm0331964
tt0067836;nm0407061
tt0067839;nm0528962
tt0067840;nm0025629
tt0067843;nm0818158
tt0067846;nm0001238
tt0067848;nm0367431
tt0067850;nm0504496
tt0067853;nm0441525
tt0067861;nm0775573
tt0067862;nm0192446
tt0067866;nm0423524
tt0067867;nm0382019
tt0067868;nm0679974
tt0067869;nm0368688
tt0067870;nm0503615
tt0067870;nm0663577
tt0067871;nm0005715
tt0067876;nm0870362
tt0067881;nm0128050
tt0067884;nm0769421
tt0067885;nm0958558
tt0067893;nm0375494
tt0067894;nm0791899
tt0067895;nm0904036
tt0067896;nm0274659
tt0067897;nm0351566
tt0067900;nm0578483
tt0067901;nm0220227
tt0067903;nm0609741
tt0067907;nm0533334
tt0067909;nm0414672
tt0067912;nm0767890
tt0067913;nm0210130
tt0067914;nm0698779
tt0067916;nm0445844
tt0067917;nm0445844
tt0067919;nm0873296
tt0067920;nm0594020
tt0067921;nm0792309
tt0067924;nm0950000
tt0067927;nm0764781
tt0067929;nm0580571
tt0067931;nm0820155
tt0067932;nm0490444
tt0067934;nm0843089
tt0067935;nm0002815
tt0067941;nm0899573
tt0067943;nm0335133
tt0067948;nm0156668
tt0067949;nm0086945
tt0067950;nm0210811
tt0067952;nm0875744
tt0067956;nm0524621
tt0067958;nm0538445
tt0067959;nm0001676
tt0067961;nm0517056
tt0067962;nm0001202
tt0067963;nm0000682
tt0067970;nm0917076
tt0067971;nm0718243
tt0067972;nm0505392
tt0067975;nm0364252
tt0067976;nm0702429
tt0067979;nm0001202
tt0067980;nm0343260
tt0067981;nm0684719
tt0067983;nm0364252
tt0067985;nm0869427
tt0067988;nm0437919
tt0067989;nm0001175
tt0067991;nm0542702
tt0067992;nm0835799
tt0067995;nm0502479
tt0067997;nm0151653
tt0067999;nm0001238
tt0068000;nm0271814
tt0068000;nm0610786
tt0068003;nm0151653
tt0068004;nm0516344
tt0068005;nm0425593
tt0068007;nm0027350
tt0068011;nm0257698
tt0068014;nm0702429
tt0068015;nm0911093
tt0068021;nm0953130
tt0068022;nm0572132
tt0068024;nm0133911
tt0068025;nm0200192
tt0068026;nm0873006
tt0068152;nm0112218
tt0068154;nm0005645
tt0068156;nm0402596
tt0068161;nm0744612
tt0068162;nm0275717
tt0068164;nm0769913
tt0068168;nm0790395
tt0068171;nm0169662
tt0068172;nm0713314
tt0068173;nm0000915
tt0068176;nm0076419
tt0068181;nm0351566
tt0068182;nm0001348
tt0068183;nm0210322
tt0068186;nm0518553
tt0068186;nm0611652
tt0068187;nm0387589
tt0068188;nm0445844
tt0068189;nm0314584
tt0068190;nm0827597
tt0068193;nm0002086
tt0068199;nm0518487
tt0068200;nm0420383
tt0068203;nm0526971
tt0068204;nm0626352
tt0068205;nm0006445
tt0068206;nm0023747
tt0068207;nm0767022
tt0068211;nm0011467
tt0068213;nm0594624
tt0068225;nm0149631
tt0068226;nm0521334
tt0068227;nm0210130
tt0068230;nm0001928
tt0068231;nm0320852
tt0068232;nm0652261
tt0068233;nm0092372
tt0068235;nm0346436
tt0068236;nm0125665
tt0068240;nm0000697
tt0068245;nm0000914
tt0068246;nm0554632
tt0068252;nm0453953
tt0068257;nm0611531
tt0068261;nm0491290
tt0068264;nm0439597
tt0068266;nm0388338
tt0068267;nm0331964
tt0068268;nm0226244
tt0068271;nm0001306
tt0068272;nm0769349
tt0068273;nm0384335
tt0068276;nm0568546
tt0068277;nm0201266
tt0068278;nm0001202
tt0068280;nm0001115
tt0068281;nm0366708
tt0068282;nm0739388
tt0068284;nm0186091
tt0068285;nm0858873
tt0068286;nm0006452
tt0068288;nm0586399
tt0068289;nm0614130
tt0068290;nm0140257
tt0068290;nm0392519
tt0068291;nm0011467
tt0068292;nm0163034
tt0068294;nm0229424
tt0068295;nm0288975
tt0068295;nm0668172
tt0068296;nm0030762
tt0068296;nm0135781
tt0068297;nm0226244
tt0068298;nm0226244
tt0068305;nm0576454
tt0068305;nm0708001
tt0068306;nm0169540
tt0068307;nm0823592
tt0068309;nm0000217
tt0068310;nm0151653
tt0068310;nm0398771
tt0068311;nm0003836
tt0068313;nm0011467
tt0068317;nm0326360
tt0068321;nm0906667
tt0068323;nm0001627
tt0068323;nm0765121
tt0068324;nm0020313
tt0068326;nm0441501
tt0068327;nm0002080
