"imdb_id","french_title","original_title","year","duration","rating","num_rate","budget","synopsis","movie_id","genre_id","genre_id-2","name","movie_id-2","country_id","country_id-2","country"
"tt0093765","Les possédés","Les possédés",1988,116,"6.2",535,"575000","This story begins in 1870 at a little town somewhere in Russia. It processed the real ""Nyecsajev story"". A group of young revolutionists wanna ruin the system with violence. They think this is the only chance to reform the old Russian Society. The leader of this group is Pierre.","tt0093765",9,9,"Drama","tt0093765",60,60,"France"
"tt0093908","Les filles de Saint Tropez","Police des moeurs: Les filles de Saint Tropez",1987,83,"4.1",148,NULL,"A police captain's niece is trapped by white slavers.","tt0093908",9,9,"Drama","tt0093908",60,60,"France"
"tt0094002","Soigne ta droite","Soigne ta droite",1987,82,"6.1",615,NULL,"A film with idiotic prince and Rita Mitsouko who records a new album.","tt0094002",9,9,"Drama","tt0094002",60,60,"France"
"tt0094011","Sous le soleil de Satan","Sous le soleil de Satan",1987,98,"6.8",3064,NULL,"A priest stuck in a rural congregation and burdened with his overwrought spirituality, finds purpose in a troubled woman accused of murder.","tt0094011",9,9,"Drama","tt0094011",60,60,"France"
"tt0094076","Le sud","Sur",1988,127,"7.3",845,NULL,"The movie starts while Floreal, the main protagonist, was being released from the prison when the military coup ended in 1983. He is estranged to his former life because of his last few years in prison and especially discovering his wife has cheated on him soured their relation. He is not sure if he wants to go back to his old life and family. Wandering through the night his old friend ""El-Negro"" appears in the dark. He announces that he was assassinated during the military coup and he is a dead man now. But he has a special mission this night and he is back for this special occasion: To help Floreal catch up fast and face with his life and his time in prison. El-Negro helps him to watch through the important events happened in his absence. He confronts some people of importance to him as he wanders around through the night while his wife is waiting for him anxiously thinking he might never come back. During the long night El-Negro helps him to get past with his anger, makes him to ...","tt0094076",9,9,"Drama","tt0094076",60,60,"France"
"tt0094105","Tandem","Tandem",1987,86,"7",1091,NULL,"Michel Mortez is going to and fro France to compere a radio game he created 25 years ago. He is famous among the average Frenchmen. But he is also a poker. Rivetot, his assistant and technician, always goes with him. He is the only one to know what really lies under Mortez's appearance of playful don Juan. When the programme is condemned by the managers, Rivetot delays as long as possible the moment he will have to announce it to Mortez... Both malicious and tender, this bitter comedy also shows nostalgia.","tt0094105",9,9,"Drama","tt0094105",60,60,"France"
"tt0094137","Trois hommes et un bébé","3 Men and a Baby",1987,102,"6.1",48496,"11000000","Three bachelor friends - architect Peter, artist Michael, and actor Jack are sharing an apartment in Manhattan. After Jack goes filming in Turkey his two flatmates find his baby daughter - which Jack doesn't know about - left outside their door. The two are left to look after the baby, and realise how difficult this can be. How would this baby change the life style of these confirmed bachelors?","tt0094137",9,9,"Drama","tt0094137",60,60,"France"
"tt0094159","La mort d'Empédocle ou Quand le vert de la terre brillera à nouveau pour vous","Der Tod des Empedokles oder: Wenn dann der Erde Grün von neuem Euch erglänzt",1987,132,"6.1",191,"480000","The tragedy of the death of Empedocles, legislator in Acient Greece. Hölderlin's work adapted to cinema by Straub and Huillet.","tt0094159",9,9,"Drama","tt0094159",60,60,"France"
"tt0094183","Rio zone","Um Trem para as Estrelas",1987,103,"6.2",232,NULL,"The young Vinicius is a young saxophone player, from Rio's poor suburbs, facing an uncertain but perhaps promising future. One day his girlfriend suddenly disappears after a night of love under the stars. Day and night, often on the 'Trem' (Rio's subway lines), others with the help of a Detective and his sources, Vinicius discovers the city's underbelly: its low-lives, its victims, its most eccentric characters, and milieus.","tt0094183",9,9,"Drama","tt0094183",60,60,"France"
"tt0094208","Un homme amoureux","Un homme amoureux",1987,125,"5.8",527,NULL,"An American film-star and an unknown British actress meet on set in Rome. She is angry when he refuses to speak to her journalist father, but later they have a passionate relationship.","tt0094208",9,9,"Drama","tt0094208",60,60,"France"
"tt0094218","Une flamme dans mon coeur","Une flamme dans mon coeur",1987,106,"6.2",234,NULL,"The painful ending of a love story binding an over-30-year-old woman and a North African, and the beginning and end of a relationship she also has with an ""established"" journalist she meets in the subway. The stories illustrate the absolute claim of a woman who can only understand love in terms of life and death, an attitude that generally makes love appear dramatic, but at least burning and flickering, like the flame that glows in her heart.","tt0094218",9,9,"Drama","tt0094218",60,60,"France"
"tt0094229","Noce en Galilée","Urs al-jalil",1987,100,"6.8",434,NULL,"A Palestinian seeks Israeli permission to waive curfew to give his son a fine wedding. The military governor's condition is that he and his officers attend. The groom berates his father for agreeing. Women ritually prepare the bride; men prepare the groom. Guests gather. The Arab youths plot violence. One Israeli officer swoons in the heat and Arab women take her into the cool house. A thoroughbred gets loose and runs to a mined field; soldiers and Arabs must cooperate to rescue it. As darkness falls, tensions between army and villagers rise, and the groom's wedding-night anger and impotence threaten family dignity and honor. Can cool heads prevail?","tt0094229",9,9,"Drama","tt0094229",60,60,"France"
"tt0094265","La vie est belle","La vie est belle",1987,80,"6",158,NULL,"Kourou comes from a village to Kinshasa, Zaire's capital and the center of World Beat; music is in his heart and he has big dreams. Right away he gets a job as a domestic for Mamou, the loud wife of a club owner, and he falls in love with Kabibi, a virginal young woman who wants to be a secretary. Meanwhile, Nvouandou, the club owner, childless after twenty years of marriage, wants a second wife and determines to marry Kabibi. Mamou pretends to approve of the match, but behind her husband's back, she pushes Kabibi into the arms of Kourou. Can Kourou win Kabibi's hand and fulfill his dreams of being a singer; can Mamou recapture the affections of Nvouandou?","tt0094265",9,9,"Drama","tt0094265",60,60,"France"
"tt0094405","L'été en pente douce","L'été en pente douce",1987,102,"6.6",547,NULL,"Fane wants nothing but a quiet countryside life with the woman and the sweet, brain damaged brother he loves. Envious neighbours however have plans of their own.","tt0094405",9,9,"Drama","tt0094405",60,60,"France"
"tt0094596","36 fillette","36 fillette",1988,88,"6",1156,NULL,"Lili, a pouty and voluptuous 14-year-old, is caravan camping with her family in Biarritz. She's self-aware and holds her own in a café conversation with a concert pianist she meets, but she has a wild streak and she's testing her powers over men, finding that she doesn't always control her moods or actions, and she's impatient with being a virgin. She sets off with her brother to a disco, latching onto an aging playboy who is himself hot and cold to her. She is ambivalent about losing her virginity that night, willing the next, and determined by the third. The playboy's mix of depression and misogyny ends their unconsummated affair, so Lili has to hunt elsewhere.","tt0094596",9,9,"Drama","tt0094596",60,60,"France"
"tt0094709","La bande des quatre","La bande des quatre",1989,160,"7",926,NULL,"A drama following 4 women at stage school. Considered by some to be the summation of director Jacques Rivette's work as a whole.","tt0094709",9,9,"Drama","tt0094709",60,60,"France"
"tt0094713","Baxter","Baxter",1989,82,"6.9",1866,NULL,"Her daughter Florence gives Mrs. Deville bull-terrier Baxter as a surprise present. Although she's afraid of him, she doesn't want to give him away because she feels lonely. But Baxter has his own ideas - he longs to be dominated, to be challenged - and so he isn't content with his boring life with the old lady. To get rid of her, he causes an accident. It works, and he's given to the neighbors, a young couple. He's happy... for a while. When they get a baby, he again takes action.","tt0094713",9,9,"Drama","tt0094713",60,60,"France"
"tt0094828","Camille Claudel","Camille Claudel",1988,175,"7.3",6233,NULL,"Biography of Camille Claudel. Sister of writer Paul Claudel, her enthusiasm impresses already-famous sculptor Auguste Rodin. He hires her as an assistant, but soon Camille begins to sculpt for herself and for Rodin. She also becomes his mistress. But after a while, she would like to get out of his shadow...","tt0094828",9,9,"Drama","tt0094828",60,60,"France"
"tt0094833","Les cannibales","Os Canibais",1988,98,"7.1",440,NULL,"A drama following stories of characters from the Portuguese High Society.","tt0094833",9,9,"Drama","tt0094833",60,60,"France"
"tt0094868","Chocolat","Chocolat",1988,105,"7.3",2777,NULL,"A young French woman returns to the vast silence of West Africa to contemplate her childhood days in a colonial outpost in Cameroon. Her strongest memories are of the family's houseboy, Protee - a man of great nobility, intelligence and beauty - and the intricate nature of relationships in a racist society.","tt0094868",9,9,"Drama","tt0094868",60,60,"France"
"tt0094932","Cérémonie d'amour","Cérémonie d'amour",1987,100,"5.1",309,NULL,"Hugo, a clothing buyer is a young hedonist who meets actress and prostitute Miriam in this erotic and violent drama. After heavy petting and foreplay throughout the Paris subway and a church, she takes him to an apartment for the sexual favors she has promised. Hugo is subjected to a humiliating emasculation and wanders dazed on the banks of the Seine following his ordeal. A young woman emerging from the river after swimming stabs herself to death, and the hapless Hugo is blamed for her murder.","tt0094932",9,9,"Drama","tt0094932",60,60,"France"
"tt0094959","De bruit et de fureur","De bruit et de fureur",1988,95,"7.4",738,NULL,"This drama depicts the misery of neglected children in big cities. 13 years old Bruno is of a good family, but since the death of his grandmother he spends most of his time alone, in a phantasy world, while his mother is away at work. But then he befriends the violent Jean-Roger, who's from a severely disturbed family, where nobody cares what he's doing. In school Jean-Roger drives their teacher into despair just for fun. To separate the two boys, she starts to stimulate Bruno's interests by giving him extra lessons. When Jean-Roger fears loosing his one and only friend, he becomes even more aggressive.","tt0094959",9,9,"Drama","tt0094959",60,60,"France"
"tt0095008","Deux","Deux",1989,113,"5.8",193,NULL,"The manager of a contemporary music composer falls in love with the real estate agent with whom he is looking for a house in Paris. But both have been used to living an independent life: they want to marry but at the same time, are afraid of marriage.","tt0095008",9,9,"Drama","tt0095008",60,60,"France"
"tt0095053","El Dorado","El Dorado",1988,149,"6.4",520,NULL,"The film tells the epic story of an expedition that took place between 1560 and 1561, headed by Pedro de Ursúa, in search of ""El Dorado."" The territory they explored subsequently became Colombia. Three hundred men sold their property and souls to travel down the biggest and least known river in the world. After the rebellion of Lope de Aguirre (who took over command) against Philip II, the king of Spain, this expedition became one of the best-known episodes in the conquest of ""The New World."" Accompanied by a team of all types, Lope de Aguirre's adventure will end in tragedy, exposing the full range of human miseries.","tt0095053",9,9,"Drama","tt0095053",60,60,"France"
"tt0095094","Emmanuelle 6","Emmanuelle 6",1988,90,"3.2",684,NULL,"Emmanuelle, a young model vacations with her fellow models to Venezuela for a fashion photo shoot while she aids a topless jungle princess (Tamira), who snuck back in her nation in a cargo box (as a stowaway) and accompanies her on her jungle adventures as she experiences various sexual encounters and having herself and her fellow models kidnapped by a group of human traffickers who intend to see them as Tamira joins the models' agent (Thomas Obermuller) in rescuing them to safety.","tt0095094",9,9,"Drama","tt0095094",60,60,"France"
"tt0095097","Once More","Once More",1988,82,"7",138,NULL,"A man decides to leave his wife and finds his happiness elsewhere. Along the way he meets a man with whom he falls in love.","tt0095097",9,9,"Drama","tt0095097",60,60,"France"
"tt0095150","La femme de mes amours","Il frullo del passero",1988,95,"5.6",124,NULL,"A woman, who has been the mistress of a man who has just died, thinks about leaving the little Italian village where they lived and moving to another place. An old and rich man offers her a place in his house, however, she will have to listen to him telling his past love stories.","tt0095150",9,9,"Drama","tt0095150",60,60,"France"
"tt0095174","Frantic","Frantic",1988,120,"6.9",49546,"20000000","A doctor and his wife go to Paris for a medical conference. While showering, his wife disappears. His lack of language, and the odd way she disappeared makes it nearly impossible for him to find any official help in his search as he enters the punk/drug culture to find out what has happened to her.","tt0095174",9,9,"Drama","tt0095174",60,60,"France"
"tt0095184","Fréquence meurtre","Fréquence meurtre",1988,103,"5.5",239,NULL,"Jeanne Quester is a two-bit psychologist-on-the-airwaves in a two-bit radio station.She got a raw deal.When she was a child,her parents were slain and,fifteen years later, the killer (or the so-called killer) has just been released from the insane asylum .Horrible things happen:first,Deneuve's daughter's parrot is killed!and that's only the beginning.Fortunately,her older brother is a captain and he puts one of his detectives in charge of his sister's protection.","tt0095184",9,9,"Drama","tt0095184",60,60,"France"
"tt0095250","Le Grand Bleu","Le grand bleu",1988,168,"7.6",48491,"14400000","Enzo and Jacques have known each other for a long time. Their friendship started in their childhood days in the Mediterranean. They were not real friends in these days, but there was something they both loved and used to do the whole day long: diving. One day Jacques' father, who was a diver too, died in the Mediterranean sea. After that incident Enzo and Jacques lost contact. After several years, Enzo and Jacques had grown up, Johanna, a young clerk in an insurance office, has to go to Peru. There she meets Jacques who is being studied by a group of scientists. He dives for some minutes into ice-cold water and the scientists monitor his physical state that is more like a dolphin than human. Johanna can not believe what she sees and gets very interested in Jacques but she's unable to get acquainted with him. Some weeks later back in her office, she finds out that Jacques will be competing in a diving championship that takes place in Taormina, Sicily. In order to see Jacques again she ...","tt0095250",9,9,"Drama","tt0095250",60,60,"France"
"tt0095386","Itinéraire d'un enfant gâté","Itinéraire d'un enfant gâté",1988,125,"7.2",2009,NULL,"On a cloudy day in a small-town carnival, an unattended three-year-old boy with a small note in his hand cries inconsolably. As the years pass by, the same boy will start a career as an intrepid trapeze acrobat--and before long--he will reach the peak by being the biggest in his trade. Accomplished, with kids, wealth, and recognition, the man will quit the firm and his current lifestyle to set off on a solitary voyage of self-awareness in the vast landscapes of Africa, never to return. There, the most improbable friendship will start--and after two years of being presumed dead--a spark will rekindle, making him realise, that even if one has done and seen it all, he can be surprised by what life still has to offer.","tt0095386",9,9,"Drama","tt0095386",60,60,"France"
"tt0095406","Johanna D'Arc of Mongolia","Johanna D'Arc of Mongolia",1989,165,"6.6",151,NULL,"A group of cosmopolitan women passengers aboard the Trans-Siberian/Mongolian Railway are taken prisoner by Ulan Iga, a warrior princess.","tt0095406",9,9,"Drama","tt0095406",60,60,"France"
"tt0095511","La lectrice","La lectrice",1988,97,"7.2",1536,NULL,"A multi-faceted film based on Raymond Jean's novel ""La Lectrice"". Constance (Miou-Miou) reads the novel aloud in bed to her lover. Inspired by the story of Marie, a woman who advertises her services as a reader of literature, Constance decides to do the same. Here the film takes on a kaleidoscopic effect as the lives of Constance and Marie become merged, making it hard to distinguish what is real and what is fantasy. This structure is further complicated when the lives of Constance's clients become tangled with the stories she reads. The film is interspersed with readings from well known literary sources as diverse as, amongst others, Baudelaire, Duras, Tolstoy, Lewis Carroll and de Sade's ""120 days...""","tt0095511",9,9,"Drama","tt0095511",60,60,"France"
"tt0095513","La légende du saint buveur","La leggenda del santo bevitore",1988,128,"7.2",1628,NULL,"An alcoholic homeless man is given two hundred francs by a stranger, who requests that when he can he will return the money to Saint Therese in the cathedral.","tt0095513",9,9,"Drama","tt0095513",60,60,"France"
"tt0095567","La maison assassinée","La maison assassinée",1988,110,"6.7",491,NULL,"After World War I, a young ex-soldier, Sébastien Monge, returns to his home village. Ignorant of his past, he learns that, 24 years before, his entire family was slain in their home one stormy night. Only Sébastien, then a four-month old baby, was spared.","tt0095567",9,9,"Drama","tt0095567",60,60,"France"
"tt0095582","Mangeclous","Mangeclous",1988,118,"5",119,NULL,"A mysterious letter lures a family to Geneva in search of a treasure.","tt0095582",9,9,"Drama","tt0095582",60,60,"France"
"tt0095606","Le maître de musique","Le maître de musique",1988,100,"7.1",847,NULL,"Aging opera singer Joachim Dallayrac retires from the stage and retreats to the countryside to school two young singers, Sophie and Jean. Although the rigorous training takes its toll on both teacher and students, there is plenty of time for relationships to develop between the three. Based on their teacher's reputation, Sophie and Jean are invited to participate in a singing contest staged by Prince Scotti. Scotti's protege is set up to get revenge for Scotti's defeat at the hands of Dallayrac in a similar competition many years ago. The young students overcome Scotti's trickery to win the competition.","tt0095606",9,9,"Drama","tt0095606",60,60,"France"
"tt0095633","Mignon est partie","Mignon è partita",1988,96,"6.6",311,NULL,"A French teenage girl is forced to move in with her less well off Italian relatives.","tt0095633",9,9,"Drama","tt0095633",60,60,"France"
"tt0095651","Mon ami le traître","Mon ami le traître",1988,120,"5",114,NULL,"Two criminals who enrolled in the German police to get out of prison seize an opportunity after the War to redeem themselves. The elder of the two, Mad Bosco, dies at the beginning of their adventure. Georges, 25, is greatly helped by Louise whose dream is to see him turn over a new leaf. She introduces him to Commander Rove, a counter-espionage officer, who decides to employ Georges' skills in exchange for his rehabilitation. Through their hunt for collaborators the relationship between Rove and Georges changes. Mistrust and disdain gradually succumb to a burgeoning friendship.","tt0095651",9,9,"Drama","tt0095651",60,60,"France"
"tt0095710","Ne réveillez pas un flic qui dort","Ne réveillez pas un flic qui dort",1988,97,"5.6",741,NULL,"This movie tells the story of a group of right-wing cops have begun carrying out vigilante justice on drug dealers and other crime figures who might otherwise avoid punishment for their misdeeds. Police inspector Grindel (Delon) understands the feelings which motivate these deeds, but does not approve. However, he is not highly motivated to put an end to the group's activities until it begins to appear that they are now attacking fellow cops for reasons which are unclear. Grindel sets to work to uncover the culprits, and in a climactic scene, confronts his colleague Scatti","tt0095710",9,9,"Drama","tt0095710",60,60,"France"
"tt0095718","Ya bon les blancs","Ya bon les blancs",1988,98,"6.1",165,NULL,"The humanitarian aid expedition ""Angeles Azules"" (Blue Angels), comprising twelve Europeans and six trucks loaded with provisions to alleviate hunger in Sub-Saharan Africa, advances across the continent. As a result of the difficulties the team encounters, disorganization gradually takes over the convoy. Each of the members of the group, little by little, yield to their petty, selfish impulses: violence, power, nostalgia - The breakdown of one of the trucks forces Michele and Nadia to wait at an oasis for the arrival of spare parts. But a starving local tribe settles threateningly near them. The chief of the tribe makes a speech they don't understand, which is followed by a macabre purification ceremony.","tt0095718",9,9,"Drama","tt0095718",60,60,"France"
"tt0095729","Les tribulations de Balthazar Kober","Niezwykla podróz Baltazara Kobera",1988,115,"6.7",206,NULL,"A dream-like odyssey of a young man across plague-ridden 16th century Germany.","tt0095729",9,9,"Drama","tt0095729",60,60,"France"
"tt0095759","La nuit Bengali","La nuit Bengali",1988,153,"6.1",284,NULL,"A British engineer becomes entangled in a forbidden romance with his Indian employer's eldest daughter. As their passion ignites, the East-meets-West clash of cultures leads to surprising and tragic consequences.","tt0095759",9,9,"Drama","tt0095759",60,60,"France"
"tt0095765","Cinéma Paradiso","Nuovo Cinema Paradiso",1988,155,"8.5",232855,"5000000","A boy who grew up in a native Sicilian Village returns home as a famous director after receiving news about the death of an old friend. Told in a flashback, Salvatore reminiscences about his childhood and his relationship with Alfredo, a projectionist at Cinema Paradiso. Under the fatherly influence of Alfredo, Salvatore fell in love with film making, with the duo spending many hours discussing about films and Alfredo painstakingly teaching Salvatore the skills that became a stepping stone for the young boy into the world of film making. The film brings the audience through the changes in cinema and the dying trade of traditional film making, editing and screening. It also explores a young boy's dream of leaving his little town to foray into the world outside.","tt0095765",9,9,"Drama","tt0095765",60,60,"France"
"tt0095773","L'oeuvre au noir","L'oeuvre au noir",1988,110,"6.7",360,NULL,"In the sixteenth century, Spain occupies Flanders, an Inquisition enforces the faith. Aging writer and philosopher, Zénon Ligre, comes to Bruges using a false name and papers to serve as a physician to the poor, establishing a clinic and steam bath. His methods and opinions are outside the mainstream, but he has the protection and friendship of the local Prior. Zénon, an aristocrat with a degree in canon law, lives humbly. He learns of bacchanals under Masonic signs involving monks and women, and he warns those involved. The Prior is dying, and he urges Zénon to flee to England. Zénon burns his writing. Will he leave or will he face ecclesiastical accusers and, perhaps, the stake?","tt0095773",9,9,"Drama","tt0095773",60,60,"France"
"tt0095800","L'ours","L'ours",1988,96,"7.7",16698,NULL,"The director of La Guerre du feu (1981) creates yet another film in nature with almost no human dialogue in this picturesque story of an orphaned bear cub who is adopted by an adult male bear and must avoid hunters. Bart the Bear stars in this anthropomorphic fantasy.","tt0095800",9,9,"Drama","tt0095800",60,60,"France"
"tt0095839","Trois soeurs","Paura e amore",1988,112,"6.8",276,NULL,"Roberto and his three sisters don't know what to do with their lives.","tt0095839",9,9,"Drama","tt0095839",60,60,"France"
"tt0095891","Les portes tournantes","Les portes tournantes",1988,101,"6.5",174,NULL,"A quiet painter, separated from his wife for a year, receives a suitcase in the mail from his mother, whom he hasn't seen since infancy. He believes she abandoned him to his wealthy, paternal grandparents. The suitcase contains mementos and a diary, a long letter to him, written over the years, with details of her youth, her first job as a pianist at a cinema, the coming of talkies, her marriage, and how he came to live with his grandparents. As he reads through the materials and her story comes to life, his son Antoine, who's about 10 or 12, tries to break through his father's silence and sorrow by taking matters into his own hands.","tt0095891",9,9,"Drama","tt0095891",60,60,"France"
"tt0095943","Quelques jours avec moi","Quelques jours avec moi",1988,131,"7",858,NULL,"Martial's mother owns a chain of supermarkets. He had spent some years in a mental hospital because of pervasive indolence. Hoping that an active task may improve his condition, he is sent to inspect one of the supermarkets. The manager had taken a large loan of money belonging to the firm. When exposed he expects to lose his job. Instead friendship develops between him and Martial who remitted the debt. A sexual relation begins between Francine and Martial, without jealousy from her boyfriend Fernand. Suddenly Martial disappears. He was called to his mother's sickbed. Francine took a job as a waitress. It is not clear if she understood that the owner of the bar would force her to do sexual services for some customers. To save Francine Fernand kills the owner. The only witness is Martial who says 'Run! Do you want to spend ten years in prison!' If he takes the murder on him, he will just return to the luxury hospital he recently came from. Only Francine saw a glimpse of Fernand and ...","tt0095943",9,9,"Drama","tt0095943",60,60,"France"
"tt0096026","Les saisons du plaisir","Les saisons du plaisir",1988,88,"5.2",225,NULL,"Charles and Emmanuelle organize as every year, the congress of perfumers who distribute their products in their castle. Garibaldi, their mutilated and somewhat disturbed son-in-law, will be the butler.","tt0096026",9,9,"Drama","tt0096026",60,60,"France"
"tt0096028","Salaam Bombay!","Salaam Bombay!",1988,113,"8",8682,NULL,"The boy Krishna is abandoned by his mother at the Apollo Circus and she tells him that he can only return home when he can afford 500 rupees to pay for the bicycle of his brother that he had trashed. Krishna is left behind by the circus and he takes a train to Bombay. Krishna is called Chaipau by the street children of Bombay and he works delivering and selling tea for Chacha, who owns a street bar. Krishna befriends the heroin addicted Chillum that sells drugs for the drug dealer and caftan Baba Golub, and the girl Manju Golub, who is the daughter of Baba with the prostitute Rekha Golub. Krishna dreams on saving 500 rupees to return home, but the life on the streets of Bombay is not easy.","tt0096028",9,9,"Drama","tt0096028",60,60,"France"
"tt0096160","Splendor","Splendor",1989,115,"7.1",840,NULL,"Splendor is the name of an old movie theater managed by Jordan (Mastroianni), who inherited it from his father. The theater is in decay and only generates debts and trouble, but Jordan gets aid in his almost quixotian quest from projectionist Luigi (Troisi) and ushurette Chantale (Vlady). However, Jordan is finally forced to sell the Splendor to businessman Lo Fazio (Piperno), which plans to transform it in some kind of furniture store. When Jordan leaves the theater for the last time (the very first scene), he recalls the glorious days of Splendor and movies in general.","tt0096160",9,9,"Drama","tt0096160",60,60,"France"
"tt0096280","Le complot","To Kill a Priest",1988,117,"6.2",1392,NULL,"A young priest speaks out against the Communist regime in Poland and is killed for it.","tt0096280",9,9,"Drama","tt0096280",60,60,"France"
"tt0096288","Paysage dans le brouillard","Topio stin omihli",1988,127,"8",7301,NULL,"Road movie about two children (Voula and Alexandre) searching for their father who is supposed to live in Germany. Their obsession for this father figure will take them to the boundaries between childhood and adolescence.","tt0096288",9,9,"Drama","tt0096288",60,60,"France"
"tt0096309","Trois places pour le 26","Trois places pour le 26",1988,106,"6.2",340,NULL,"A pseudo-documentary on the life of Yves Montand, who plays himself, in this tribute to his long career. During a musical tour, Montand returns to Marseille and revisits the many highlights of his life, meeting figures from his past and remembering the old days.","tt0096309",9,9,"Drama","tt0096309",60,60,"France"
"tt0096336","Une affaire de femmes","Une affaire de femmes",1988,108,"7.5",3965,NULL,"Marie Latour, a woman of limited schooling, raises two children in a ratty flat during World War II in occupied France. In 1941, her husband Paul returns from German captivity, too weak to hold a job. Marie discovers she can make money performing abortions, using a soapy water douche. Many of her clients are knocked up by occupying Germans. She buys better food and clothes, looks for a new flat, and, through an acquaintance, who is a prostitute, rents out her bedrooms to hookers during the day. She's indifferent to Paul; his humiliations grow as does her income. She hopes to be a singer. Male Vichy umbrage and moral hypocrisy may upend her. What is she thinking?","tt0096336",9,9,"Drama","tt0096336",60,60,"France"
"tt0096342","L'union sacrée","L'union sacrée",1989,122,"5.8",535,NULL,"Simon, a Jewish police inspector, arrests Karim, a Muslim, in the bust of a drug smuggling cargo ship, only to realize that Karim is an undercover agent from the military intelligence, whose mission he was not aware of. The two men pursue the narc investigation, which will lead them to confront middle eastern terrorists together.","tt0096342",9,9,"Drama","tt0096342",60,60,"France"
"tt0096396","La sorcière","La visione del sabba",1988,94,"5.5",269,NULL,"The freshly graduated psychiatrist David shall deliver an opinion about young Maddalena, who's on trial for murdering a hunter. She claims she's a witch and acted on behalf of the devil. The public health officer tells David, he's got reason to believe her, that she'd been searching for a man who suits her needs for 300 years. Already after his first meeting with Maddalena, David begins to change: He ignores his beautiful young wife Cristina and loses himself in daydreams and hallucinations in which he participates in Inquisition questioning and erotic witches' circles.","tt0096396",9,9,"Drama","tt0096396",60,60,"France"
"tt0096488","Toscanini","Il giovane Toscanini",1988,107,"6.2",217,"14000000","In Rio de Janeiro in 1886, eighteen-year-old conductor Arturo Toscanini (C. Thomas Howell), in Brazil on an orchestra tour, is torn between an aging soprano attempting a comeback and a mistress his own age. Opera diva Nadina Bulichoff (Dame Elizabeth Taylor) has interrupted her stage career for Emperor Dom Pedro II (Philippe Noiret), the of Brazil. When Toscanini begins to coach his childhood idol for a return to the stage in ""Aida"", Nadina has fallen into deep depression. Toscanini is instrumental in her transformation as her performance proves to be an ultimate triumph and she is back the top of her art.","tt0096488",9,9,"Drama","tt0096488",60,60,"France"
"tt0096740","L'espoir aux trousses","300 mil do nieba",1989,105,"7.2",916,NULL,"Based on a true story dating back to 1985 when two Polish boys, a teenager and his little brother, escaped from communist Poland all the way to Sweden, hidden under a truck. In the movie, their destination has been changed to Denmark.","tt0096740",9,9,"Drama","tt0096740",60,60,"France"
"tt0096755","Les eaux printanières","Torrents of Spring",1989,101,"5.9",318,NULL,"In 1840, a young Russian aristocrat, Dimitri Sanin, is returning home after a long tour of Europe. In Germany, he falls in love with a beautiful pastry shop girl, Gemma Rosselli, who soon starts sharing his feelings. They decide to get married and, in order to finance the wedding, Dimitri goes back to Russia to sell his family estate. Unfortunately he falls prey to a seductress, Princess Maria Nikolaevna, who pretends to be willing to buy his land to come nearer him. Now Sanin is in a fix: should he choose the pure Gemma or the evil but irresistible Maria?","tt0096755",9,9,"Drama","tt0096755",60,60,"France"
"tt0096828","Après la guerre","Après la guerre",1989,105,"6.9",381,NULL,"The film is set in France in August 1944 at the end of the war. German troops are in retreat as the allies are coming in. Two French boys run from home and on their journey they stumble upon a German soldier. Soon they become friends and together they head towards Lyon...","tt0096828",9,9,"Drama","tt0096828",60,60,"France"
"tt0096854","Australia","Australia",1989,140,"6.3",190,NULL,"Australia is about Edouard Pierson, a Belgian-born wool dealer who emigrated to Australia after World War Two. The movie actual takes place in Belgium as he returns to his homeland to assist his family with their wool business. Edouard was left a single father after his girlfriend died and when he goes to Belgium he leaves behind this young girl, whom his family don't know about. He meets a beautiful woman, Jeanne, another single parent, and an intense relationship develops. Edouard's relationship with his family has its ups and downs and many secrets are revealed before the movie's conclusion ties everything together.","tt0096854",9,9,"Drama","tt0096854",60,60,"France"
"tt0096878","Les baisers de secours","Les baisers de secours",1989,90,"7",286,NULL,"The familiar conflicts of a film director planning to make a movie about his life and the confrontation he has with his wife, an actress who was turned down for such project in which she wanted to play herself.","tt0096878",9,9,"Drama","tt0096878",60,60,"France"
"tt0096968","Boris Godounov","Boris Godounov",1989,118,"7",273,NULL,"The film is based on the musical recording of the famous opera by Modest Mussorgsky about the tragic events surrounding the ruling of the Russian tsar Boris in the early 17th century. The recording was actually made two years before the filming with the participation of the Washington Symphony Orchestra (conducted by Mstislav Rostropovich) and several opera stars (the part of Marina is sung by Galina Vishnevskaya). Zulawski made the film just as we would be watching the theatrical performance. Then we are going through the sets and, finally, we notice the film crew. The director deliberately filled the picture with a plenty of anachronisms making the implications on the Soviet history and the other dictatorships of the 20th century.","tt0096968",9,9,"Drama","tt0096968",60,60,"France"
"tt0097051","Quelle heure est-il?","Che ora è?",1989,97,"7.3",923,NULL,"A father and his son who lived seperated for some time meet each other one day and try to talk their problems over and understand their diametrical differences.","tt0097051",9,9,"Drama","tt0097051",60,60,"France"
